abmient_temperature_c,vibration,pressure_bar,cooling_temp_c,speed_kmph,stress,strain,torque,angular_momentum,force_n
58,-0.756493529,-0.76884916,0.138071644,1.182102093,-0.691722537,1.085210466,-0.187443221,1.194613335,-1.071505673
38,0.301514057,-1.169095747,1.204600467,-1.570654594,-0.156080414,0.718440191,0.196719925,0.115547977,-0.119463707
35,1.03909644,1.103503767,2.881460713,0.859330762,-0.021203387,0.050588291,0.362153209,-0.015668153,0.014026062
67,0.479095224,-0.575255995,-0.593861915,0.283646993,-2.102350575,-1.012319558,-1.787854116,0.081818695,-0.996461209
39,-0.778183521,-1.849130727,-0.763115795,-0.969112267,-0.858480789,0.223732363,1.123284394,0.312817423,-0.117271254
41,1.736774957,1.409952138,1.518482926,-0.018373729,1.110172033,1.933760102,2.231483978,-0.517579696,-0.543945263
55,-1.44657789,-1.369859502,0.235464525,-0.204035447,-0.254573774,1.249880811,-0.259203431,-0.949330902,-1.699554953
60,-1.582685642,0.779460531,0.112307688,-0.947740365,-0.241625732,0.488416079,0.419704276,-0.500919313,-0.000862509
54,0.960557224,0.183428647,0.392374328,-0.53943511,0.570245415,-0.493917244,0.364720028,0.358194791,-0.997884211
70,0.225840479,0.287915432,-0.654486505,-1.256287301,0.540535292,-1.407512518,-0.498288314,-0.691664775,0.359612692
59,-0.549498546,-0.584375275,-1.034795285,-2.071523587,1.739275432,-0.19902985,0.853370434,0.708607579,-0.702629713
55,-1.098570728,0.36559146,-0.77714751,0.151236438,0.631243803,-0.908987106,0.669865016,1.211662273,-0.532446667
42,2.320799839,-1.667779893,1.245946257,1.04448945,-0.440284599,-0.35590979,1.457491502,-0.583970884,-0.760052913
42,0.117090872,0.588037749,-1.436640665,1.633349061,0.055036592,1.102627936,0.186719115,-0.102326868,-1.323205296
65,0.534201171,1.557010042,0.498654646,-1.111378548,0.774104329,1.225241058,3.006051553,-0.403161305,-0.534052554
41,0.317885097,0.884027197,-0.55768746,2.147365165,0.961668894,1.087177558,0.071142711,-0.077569745,-2.164428862
45,0.434807958,-2.019540085,-0.353366889,1.526306733,-0.902623858,0.544154227,-0.215496642,-0.111625923,0.406725953
59,0.540094461,-0.984209002,0.742950977,1.423475034,0.669783253,-0.529796354,0.029323433,0.557122751,-1.640533164
53,0.73242401,-0.187794922,0.843988913,-0.785666393,1.767131582,0.438998017,-0.08898641,0.653622008,-0.3487934
66,-0.375222401,0.486937305,0.342976538,-0.562251625,-0.173420862,-1.726708061,0.124393681,0.117515388,1.160924552
51,-0.291641986,-0.106652674,-1.873119662,-1.938357418,0.011310262,1.104046055,0.064532738,-1.226595482,0.290410501
36,-1.741022808,-0.493214387,1.570964709,0.191159237,-0.925462513,-1.099342917,-0.229494407,0.284588592,-0.146930033
68,-0.780304407,0.595300308,1.310196517,-0.393602924,-1.061874016,1.334136549,-1.048777185,-0.334194182,-1.534703641
38,0.271112796,1.164151766,0.091436833,0.161790688,0.011534476,-0.633544642,0.169538438,-0.903472878,0.285620529
40,1.045023376,-0.232294007,0.010257817,-0.834518035,0.788092367,2.233114224,-0.482387112,0.38160675,0.013426318
49,0.599039526,0.728929867,1.801449209,0.672870468,-0.298742873,-0.263857971,-0.283050518,-0.052079582,-2.177194958
55,-0.340692344,-2.579050745,0.947224271,0.34318811,1.105651176,-0.115697197,-1.247297636,1.359029652,1.004579602
50,-1.263172912,-0.937509386,-0.029294404,-1.14412308,0.907802611,0.76240023,0.128314407,0.240197768,0.87465394
38,-2.777359145,-0.321258937,-0.292338676,-0.045887946,-0.366147015,-1.341866119,0.447885783,-0.510340372,1.115761988
69,1.151733975,-0.488566221,-0.193537111,0.284684501,0.730093821,0.218599759,-0.697543979,1.403988838,-0.09074169
40,-0.589228987,0.332798217,1.177232054,2.008441556,-0.129340869,-1.005283072,0.165488057,1.009901104,1.475323218
60,-0.448465006,1.013750547,1.039991785,0.095780847,0.092949936,0.676850753,-0.336283278,-0.468204719,0.506785601
54,0.131573968,0.506669026,-1.613423011,-0.940408997,1.073858531,0.499756374,-0.165726537,-0.190314895,-0.719189792
51,-1.405560047,-0.622225472,0.464642399,-0.316263052,2.438683997,0.224330203,-0.67483784,0.22757112,-0.357588459
45,-0.34978218,-1.522768091,0.864121331,-0.031223466,-1.396215366,1.236182329,-0.66071675,0.329670796,-0.108890016
66,2.02347195,0.556964121,-1.506463166,-0.133595289,-0.330331219,0.143497034,-1.28574408,1.313934803,-0.457865907
57,0.505386939,-1.83817674,-0.002964751,-1.841471893,1.160260071,-2.194766456,0.220459098,0.354524696,1.691064771
54,0.359249157,0.653037283,-1.777043606,-0.331576895,-0.244241097,-0.753216304,-1.450177399,1.675681786,-0.351221162
44,-1.582494478,-0.188449082,0.129492836,-0.693308895,-0.429362363,-0.959581558,-0.033649331,-0.459895522,-0.347733691
69,2.243601895,-1.175834988,-2.083234502,-0.260512961,1.667689179,0.663385889,0.819368786,0.096869587,-0.001617036
41,-1.422794909,0.287257312,-0.681745524,2.120962405,-0.060836472,-0.202359955,-0.777355024,0.90120831,1.60113068
68,1.922324755,-0.002876103,-0.611065914,-0.832290607,0.78729807,-0.64302906,1.297096156,-0.612932938,0.812435402
52,-2.115056015,-0.036597293,-0.70884982,1.437941004,-0.309335901,-0.813452531,-0.529859328,0.560758735,0.160395738
42,1.405365439,-0.084223297,1.451528017,1.160618144,-1.558637629,-0.341617434,-0.287251803,1.757056473,-0.360043737
47,1.618054269,0.419524108,0.53551057,0.683497819,-0.511101349,0.421840063,-0.086331468,0.684979647,-0.248728856
69,-0.824409121,0.924434022,-0.39956886,0.003110418,0.683766036,0.889506683,0.33391877,-0.186878223,-0.577366607
65,0.422580372,0.496615198,-0.933077841,0.654393421,0.192982271,0.0375063,0.300509605,-0.410297358,0.829807656
56,0.547480572,1.01213319,-0.238776317,-0.449919778,-0.797861099,-0.442878865,0.937991937,-1.444373955,-0.4896482
61,-0.813794483,-0.044139719,-1.029112968,-0.546459131,2.063871602,0.039251382,-0.46721407,-0.052258497,-0.719787778
46,-1.449117611,1.618459324,0.973080004,-0.747861672,0.117895384,-1.211099624,1.948441412,2.245019819,-0.061074682
37,-1.317717343,0.571109822,1.996766002,0.273901591,-0.995360016,-0.457922797,-0.308744944,0.179861638,-0.337455602
55,0.54100822,-0.54369403,1.053199898,-0.209770582,1.299512412,1.428612958,-2.02725618,0.754862527,-1.563573753
39,-0.085115603,-1.093895057,0.331690346,-0.239585066,0.916602872,1.072204429,0.230228081,1.18560462,-0.610544977
60,-0.564301033,0.205796804,-0.165628783,1.420228813,-0.559934293,2.236463345,0.148820757,0.284336858,0.517272507
70,0.966768011,-1.306521523,-0.405106289,-0.704748512,0.654174428,-0.733201863,3.292694322,-0.41074065,-1.231092855
41,0.508067909,-0.973375968,1.745284573,0.735364895,0.790547134,2.600242685,-0.502374712,0.436434513,0.638551999
41,-0.755462726,0.23908708,-0.575935608,-0.521927617,0.462341315,-0.506851243,0.936830792,1.259089795,0.238639992
70,-1.201201519,-0.607887446,1.561098557,-1.592195026,0.12985439,-0.65315241,0.422378709,-0.306425338,1.52649118
50,0.523261739,-0.93331624,-1.131539242,-1.425950448,-1.76807798,0.296997615,-1.214615293,0.704786211,0.582624109
61,-0.537583369,-0.034475046,-0.296231654,-0.491552373,-0.323380607,0.491303647,-0.363353497,0.480585053,-0.679933439
70,0.099204863,0.072677899,-1.714056593,0.62961149,-0.052914533,0.194240427,-1.016375443,-0.172568123,-0.534628991
50,1.576298973,-0.205834025,0.159234201,0.641786394,-0.583362836,-0.077574717,0.816154582,-1.056388038,-0.203697521
64,0.50232824,-0.377546919,-1.263727622,-0.240687153,-0.35624595,2.061826371,-2.642064831,1.020839821,-0.743930905
50,-0.862267,0.854642729,1.665049407,0.618421709,0.701507129,-1.197943506,-0.999590025,0.926775298,0.414746526
37,0.16066119,0.342427351,0.412272272,0.07626311,-0.49870288,-1.096549277,-0.684296639,0.189175553,0.007807731
61,-0.952644953,-0.223426112,0.537396747,-0.261490319,-1.696171997,0.212837933,-1.37862011,-0.382202063,-1.043598467
61,1.608522156,2.464321934,0.282678449,0.854731266,-0.625828481,-0.097305975,-0.116662296,-1.481745963,-1.209730912
62,-0.56157875,0.193831737,-1.092540814,1.1878939,-0.53558371,0.050913449,-0.500927198,1.237953016,-0.326585572
61,0.207270747,1.132005134,0.124118288,1.016027393,-0.161891343,2.317881524,1.30492731,-1.576247733,-0.872582002
41,0.307732575,-0.560981003,1.837080688,-0.306872961,-1.226760297,1.67167912,-1.170060617,-0.882106188,1.761094752
65,0.159250468,-1.362940947,0.008554926,0.567707628,-0.310638113,0.643267727,0.42733698,1.723271613,-0.971434965
42,-1.958548955,-0.791756516,-1.017016202,-2.129245672,-0.876860408,-0.76586548,-0.486876609,-0.5654813,1.534985303
69,-1.446421064,-0.268009783,-1.852342657,0.195066923,0.779547179,0.25510342,-0.939968138,-0.066026499,0.281408679
57,-0.452350276,-0.49660821,-0.71332699,0.361002366,-0.193538832,-1.741829017,0.193671328,-1.168185091,1.237972236
56,0.319431833,1.336386182,-1.762228898,0.151975199,0.547568545,-0.848842841,-0.130466525,-0.662845831,0.471883721
43,-0.137779214,-0.120041122,0.830517369,-0.22227273,0.276811925,0.749749719,1.636410786,0.772248583,1.167627973
45,-0.957147473,0.461468877,0.781167266,1.304773186,-1.284570662,-0.939474258,-1.247316886,0.260722843,-1.280400191
56,-1.348424319,-0.046481156,-0.875681827,-0.093237701,-0.042359531,-0.614059227,0.455548011,2.202297975,-1.577651068
40,-0.401557544,-0.433554333,0.613981308,-0.139537935,1.669884346,0.224215384,0.78748732,-0.768816537,0.43727015
41,-0.468476045,0.037996013,-0.576454653,-0.240936747,-1.610850419,-2.937463744,1.054878792,0.003373524,-1.10334755
40,0.512836458,1.71405147,-0.045614283,1.034105379,0.947846754,0.212629068,1.402895287,-0.117326167,0.647573063
60,-0.326318462,-0.767948592,0.371955552,-0.292459624,0.098646363,0.313521275,-0.340315375,-0.913684971,0.447370692
51,0.602707656,0.766990451,-0.443960009,-0.834349368,-1.510664175,0.567825959,-0.766242841,0.326753058,-0.146770628
38,-0.59464977,-1.026007252,0.418203349,-0.108758542,0.57341619,1.682660201,0.791060815,-0.144104221,0.779457081
62,-0.255957669,-0.459626442,-1.68572805,1.707713758,1.003454398,-0.516286546,-0.568084152,-1.222416341,-0.680326234
40,-0.34804638,0.003583206,0.117474988,-0.300686115,-0.060990831,-0.205854822,-1.686437777,0.883484355,0.962251799
43,-0.782366967,0.32637509,-0.034952022,0.615771634,0.307165135,-0.785945337,1.795106658,-0.658843887,-0.858722511
59,0.625118656,1.483128628,-2.046393136,-0.278110739,1.822392511,-0.620884793,-0.517075787,-0.224804515,1.217499575
69,-0.813595997,-0.050082641,-1.809690193,-0.276746815,-0.605417748,-0.722304401,1.385357903,-0.813586376,0.289700427
67,-0.52164151,-0.843615607,-1.859523606,-0.560841384,1.828015342,-0.719337204,-0.487560719,-1.123721075,-2.598196618
64,-0.073119646,0.650041973,0.414306834,-1.216304059,1.641788309,-1.960868591,0.953825444,-1.065533788,-1.541810317
43,-1.297379656,-0.364169809,0.123959627,-0.109781628,-1.32529328,-1.141708457,-0.412738397,0.461910162,0.081969659
61,-0.324934958,0.238681571,0.273957577,0.718455753,0.123540989,0.795876657,1.254566021,-0.750393211,1.587324864
44,-0.71130636,-0.11622244,-1.326378493,1.576192964,0.066932328,-0.340183359,0.981135785,0.347736946,-0.734940335
65,-0.388154192,-1.943456851,1.138973811,0.441869496,1.293410425,-0.492150182,2.565203882,0.265571007,0.729076063
47,-0.059928003,0.508299186,0.98284122,-0.816861078,1.169078967,-0.434961893,0.485501392,0.827833896,0.926981889
59,-0.799913623,0.583368007,-0.766963035,0.7455046,1.51015942,0.313791302,-1.631962765,-1.286981262,0.708075086
55,-0.22007578,0.926604768,1.176060276,0.454029174,-1.619323338,-1.327164041,-1.982757641,0.318825661,-1.257721114
41,1.308668752,1.800462762,-0.250922397,1.398363191,1.377155714,0.910619885,0.719625075,-0.856258172,1.177021104
41,-0.025798558,-1.195103773,-1.776205024,2.089610456,0.567916502,-2.079486134,0.330677368,0.781394781,-1.920380658
53,1.145262173,0.516507444,-1.632694766,1.214607755,-1.838672926,1.017787356,-0.387987145,0.615455715,0.704792809
61,0.346494442,0.409294997,0.733723488,-0.392758199,1.31308259,0.42667456,1.614367812,0.657570845,-1.093695004
46,0.77416061,-0.419081993,-0.104048811,-0.159229544,-1.107092176,-2.059079865,-1.762890544,0.179703762,-0.282966306
50,-0.774458969,0.397106236,0.881224946,1.157940529,0.772958862,0.086566488,-0.299236816,-2.278379361,0.68877289
52,0.104907165,0.499646955,-0.088373125,-0.507693136,-0.586081885,0.399968729,-0.281605326,-1.399486284,1.250266214
40,0.133912923,-1.21868383,0.267670893,-0.140483464,-0.205839631,-1.19417351,-0.491333563,0.763721633,0.18482025
65,-0.612625739,0.246222761,2.123526423,0.634340241,0.443603997,-0.065596487,0.106210993,-0.602238053,0.426366906
63,-0.822828324,-0.917984306,1.396849088,1.070606055,-0.209698392,-1.516735186,0.611043994,1.057346006,0.018202667
70,-1.490265388,-0.6518565,-0.432827269,0.222910769,-1.452172742,0.867876687,0.448229062,-1.241712717,-1.579208972
51,1.496139637,-1.774744815,0.374968725,-2.892519822,0.30580285,0.704035505,0.811050707,0.844433845,-0.392798049
46,-0.972402889,-0.473360926,0.494445443,0.339365965,-1.15251998,-0.014163012,-0.050492531,0.419097532,0.877929208
48,1.346221073,-0.203570671,0.761391167,-0.312049195,0.54435556,-2.551337325,-1.031785519,0.540849054,-0.401950943
65,-0.467493174,0.549856867,0.071008805,-0.975920997,-1.252269818,-0.05910462,0.582334958,0.14268508,0.469070014
67,-0.8624933,0.000899927,-0.49353185,0.024130166,0.139333542,-0.178263299,0.844498557,-0.993177721,-1.501607763
35,0.62251914,-1.542288151,-0.003622817,1.12046415,0.3642079,-0.672131117,-0.384941375,-0.379470696,0.369685983
55,-0.631191942,0.862148057,-0.480287109,-1.129877229,2.013717346,-1.457736066,-1.355082944,0.59539724,-0.909731275
57,0.568458919,-0.118586624,1.683367281,1.589922991,-1.937597409,-0.841527384,0.630687517,-0.891139195,0.730226924
62,-0.332811765,0.48837059,1.240726239,0.978730101,0.3161602,-0.492428098,0.317111212,1.254900846,-0.780838089
59,0.480424496,0.965936118,-0.203615019,0.934163625,-1.26033622,-0.105459128,0.009540022,1.070940619,0.571043681
64,-0.968186064,1.422604749,0.428292261,-0.814708594,0.478612911,0.658706539,0.856830298,1.368117994,-0.698216869
36,0.831351058,1.961226989,-0.165459264,-0.251242447,-0.112247765,0.627759403,1.801985774,0.754042036,1.868310469
50,0.487972683,-0.072238759,1.193241136,-0.382834872,0.769180904,0.202705778,-0.995239426,-1.361789828,0.053628916
53,-0.91965069,0.311124446,1.048880516,0.000340958,1.416185686,-1.028616462,3.211847472,0.214889851,2.734218223
42,2.642935721,-1.078361091,0.568610833,-0.062204801,-0.337463998,0.199859496,-0.16610125,0.766669659,0.996533747
38,0.540123026,1.06160017,0.87126427,-0.317348881,-0.013370141,0.657178835,1.776636496,-0.572146698,-1.373283508
57,2.290467071,-1.184887445,0.660570808,-0.177927346,0.904142284,0.690478221,-0.334089312,-0.932604206,0.52792855
56,1.600267819,-1.805251689,1.174061854,-0.211620317,-0.529141143,0.958951625,-0.228533556,-1.34631888,-1.594653953
66,-0.18883478,0.830386005,0.531131373,0.267483863,0.4031643,-2.322067213,-0.08109185,-1.058354041,0.51148246
46,-0.412271755,-0.521696525,0.151900529,-1.651817035,0.838858941,-1.443153612,-1.727156971,0.308219617,-0.009309414
56,-0.403459183,0.777607281,-0.577225624,0.486578349,-1.076187849,-0.393105543,0.443460018,0.126305894,-1.91160696
39,-1.83002855,0.408074649,-1.571750737,1.697271698,-1.524972544,0.783826917,-0.704759253,1.474654929,0.579586595
67,-0.695835119,-1.630002651,-0.027848381,1.072500847,0.175712913,0.84310795,0.532491845,0.019865638,-1.323743679
54,0.246766024,-2.719679364,-0.741055533,-0.945897226,0.876726259,-0.627495349,0.458841482,-0.153340337,-0.914701965
36,1.525957561,-1.096601747,0.060009067,1.044608024,-1.504966866,2.080205334,0.606908861,0.542725017,-0.583948292
58,-0.772771883,0.016491487,1.140488424,2.289627853,0.491093809,-1.862349752,-1.116878573,-0.898243056,-0.146876011
41,0.882056599,-1.221776335,0.172824675,-0.24255626,-0.365392707,-0.325187179,-0.420529027,1.072834173,0.912505949
35,-1.252593342,-0.652761449,-0.415001671,0.721031921,-0.171603543,0.691859913,-0.408223656,0.921200769,-0.121356375
36,-0.586320025,-1.458940731,-0.853128625,2.2993804,1.031659056,-0.464467191,0.915915065,-1.045982669,0.630301705
66,-0.457640594,0.16987796,-1.430135207,1.030295628,0.140504534,-0.938916509,0.019782674,0.239884813,-0.43489027
62,0.371811081,0.090825927,1.332805335,1.550720601,-0.855084763,1.212338823,-0.965954893,-0.239987237,1.043106553
56,0.457309647,-0.481392624,-1.776691019,-1.095225556,-0.012254975,-0.130560536,-0.003138666,0.201526558,-0.346153026
47,0.962341745,1.397065301,-0.934783026,0.235620858,-0.233622232,0.212309006,-1.109276353,1.095373743,1.072531566
48,0.77083696,1.497715027,-2.313201934,0.391969103,-0.281149679,1.201287916,1.199396986,-0.764145723,0.937684781
53,0.243168215,0.565267203,-0.316141576,0.564287129,1.179335274,-0.799431318,-0.916933363,-1.059081421,-0.633828064
61,0.390364944,-1.799771181,-0.34228456,0.789507546,-0.654687881,0.20286838,-0.325097922,0.970977228,-1.786289263
50,1.588530691,-1.104690147,-0.404294421,0.156175057,-0.793112383,-0.415315175,-0.655459687,-2.724548764,-0.835669125
53,-0.510926181,0.407130331,-0.0631299,-1.312394136,0.250453547,-1.19837839,1.040301245,0.026342878,0.463198322
54,0.774728319,-0.62855758,-0.821265074,1.066272415,0.638912586,1.068134939,-0.846841496,0.031135652,-1.374175454
45,-1.808143926,-0.487091432,-0.91365564,0.378860329,-0.133837442,0.538984644,-0.020110061,-0.17870933,-0.151253887
36,0.411334243,0.898967395,1.817826413,-1.17861663,-1.23155163,0.284617435,1.048322828,0.419499314,0.45909401
52,-0.483249542,0.510874822,-0.334062948,0.758995821,0.108746429,0.082548577,1.384784189,-0.868388531,-0.753461942
50,0.002571182,1.314154434,0.907658625,0.552980012,2.424254866,1.406200735,0.287673443,0.47470609,-0.804170877
63,1.040086245,-0.429209297,-0.836771043,0.537034548,0.566313294,-2.580359255,0.354245431,-0.497692625,-0.179856361
70,0.16464381,1.37522542,1.612728595,-0.286835208,-1.662219944,-0.287997583,0.4986133,-0.613180565,-0.279375953
54,0.885187541,-0.554131247,1.514182131,1.634405645,-0.951645501,-1.454150994,-0.243211445,-0.899308155,1.34965103
65,1.473764815,1.49949149,0.231018682,0.571226631,0.093500692,0.242414929,-0.137260979,-0.69513726,0.911784843
42,0.389093969,0.105834644,-1.099531593,-0.78995406,0.541827043,1.223798336,0.523465261,0.254857993,0.628442598
70,1.171041065,-0.860509747,0.087001386,-1.54275794,-0.695673557,-0.851228323,-1.265604111,2.462781616,-0.11813484
44,-0.326560978,-1.631219508,0.0473045,-0.767332183,2.164172929,1.526587248,0.480674209,1.288022594,0.522788894
41,-0.008209882,-0.301472315,0.239623914,-2.369623293,0.537852533,0.369450988,3.003123295,1.366351093,-0.807140612
49,-0.522619416,-0.256232698,-0.978220616,-0.260559844,0.332643866,0.781736271,-0.151272131,-2.084140073,-1.44277509
66,1.042977595,0.85766191,-1.523000136,0.128957051,1.256946846,0.807586233,-0.724395248,1.054540242,-0.52510136
64,0.414091354,-0.110590503,0.162363037,-1.207666435,0.245618931,0.395242811,0.038789749,-0.65844609,-0.471208348
39,-0.507234462,-0.432431979,-0.010291316,-0.545443591,-1.965461002,-0.936288495,-0.119818613,0.70167073,-0.432881429
39,0.154668834,1.077037473,0.002075022,1.55328265,-0.394222714,-0.724719706,0.820848603,-1.48420989,-0.062508038
52,1.041568389,-0.224826561,1.026800579,0.107291336,-0.639286678,-0.032801329,-1.007497187,0.701834217,0.270130713
42,-0.039267991,-0.576241816,-1.475160483,1.535343544,-0.337306437,-0.471613255,-0.667792917,-0.736702613,-1.239526498
68,-0.948932811,0.574608917,1.010693716,-0.184951417,0.114028629,0.563768676,0.048303271,-1.135368311,1.981950459
42,0.131911756,-0.489828219,-0.74322754,-0.176782713,0.692507054,-2.267927321,0.175037939,0.803426613,0.588957867
70,-1.980565591,0.658802142,-0.395222066,-2.199254045,-0.773763346,0.342653988,0.208315912,1.947138353,0.708251606
61,0.768770644,-0.596917112,-0.825779363,0.729288747,-0.765225759,-0.09796724,-1.919059625,0.281815209,0.135431991
49,-0.421327587,-0.222959183,0.089619858,1.10055824,-0.077639742,-0.240244614,0.976651079,0.616346715,-0.434220753
46,-0.469310736,0.152176976,-1.905817875,-0.342368044,0.575670312,-0.096303671,1.891318058,1.690108978,0.83505532
50,0.875695679,-0.37412632,-0.56808572,-0.310304225,0.551033992,-2.19438644,0.427343852,-1.759683195,-1.538043252
54,-1.365162877,-0.013451469,-0.515756545,0.813036378,0.600293386,0.69427617,-1.32859472,-0.094028705,2.201507541
68,1.947098643,0.815471969,1.263930202,-0.73629709,1.109558263,0.029121399,-0.146934324,-1.535623827,-1.292014054
46,-0.480242042,0.410601791,0.150698144,-0.782324319,-0.360985255,2.45303545,-1.356272622,-0.48206398,1.650375674
57,-0.523250943,0.48096985,0.695518311,0.317098166,1.12012863,0.718793179,-0.366962882,-0.281397217,0.437086517
55,1.021224743,-0.635430439,0.005938814,-0.606251348,0.334544247,0.213391289,0.191958269,1.912941369,-0.692241252
40,0.708695273,0.852829768,-1.048900371,0.611057884,0.157896288,-1.08745619,1.382992462,0.178969889,-1.832737118
69,2.451229719,0.669562341,0.907204868,-0.920309515,1.801444469,-0.887341868,-1.064811416,0.269838915,-0.117561683
35,-0.211205984,1.004419192,-0.845441342,1.509508919,-0.318744853,-0.94030479,-0.270850372,-0.475628299,0.018904688
54,-0.120406639,-0.726365832,-0.526243341,0.656463684,-0.766265634,1.922118725,2.76102634,-0.058244279,-0.107093117
55,-1.47931598,-0.172458597,0.182099779,0.065851179,1.465150887,-0.826697197,0.600448997,0.610402675,-1.765297755
63,-0.332102277,0.633533902,0.945538789,-0.873630633,-0.044859234,-1.522363852,1.311165602,-0.153765154,0.571349582
43,-0.721431296,-0.608815117,-0.201384543,-1.0577539,1.105298619,0.922024119,0.976603097,-0.30715768,-0.833246688
65,-0.448767013,-0.22612247,1.510524732,-0.897237031,0.398477532,0.872962957,-0.118660207,0.003142025,0.307753463
55,-1.744187757,1.925805737,-0.571478415,-1.432203299,-1.752418925,-0.100549931,-0.444890032,-1.182523853,-0.545176294
42,1.66060756,1.951761012,0.665589287,1.340430318,0.281022962,0.940455359,-1.097869906,-1.844622274,0.543221462
67,-1.416603482,1.23994055,0.003616301,0.342074839,0.624609212,0.274938156,-0.426350335,-1.31699159,0.943108987
58,-2.802202798,0.938585136,1.546671838,1.07062833,-0.072546273,-1.273522063,-0.274024302,0.147934011,0.233131585
58,-1.188424422,-1.01925115,0.214406013,1.739065035,0.623351047,2.106996676,-0.106866966,-0.653969084,0.459554371
62,-0.603839553,0.512562231,-1.877312818,1.306606023,1.192175387,-2.21495721,1.088315262,-0.366084591,0.605374623
44,-1.149554063,-0.359116595,1.08833521,0.449616791,1.471532221,-0.342288057,-2.98137201,-0.5772585,-0.524163688
69,1.098303541,-1.058571898,-0.081548513,-0.411050446,0.791971044,1.466830455,-1.154596024,-0.585070178,0.66339559
63,-0.137839179,-0.509005839,-0.553061911,0.749299555,-0.844757101,1.970290893,-0.034820274,-0.2924168,-0.513686825
64,0.025385604,0.115665074,1.222964762,0.211137769,0.124144439,-0.925092527,0.265198613,-1.848530335,0.369543673
66,0.610391764,-0.547355574,-0.331308636,-0.260651141,-0.713903711,-0.006071415,-0.403311809,-0.148933818,2.594961886
35,0.286012527,-0.550799426,0.599986743,-0.515198371,-0.460422791,-0.988291845,-0.84107768,-0.751272225,-1.850582849
47,0.978567297,0.792041498,-0.768383319,1.079216776,-0.475681655,1.48877026,1.030970085,-0.71530099,1.373677802
35,-1.109477554,0.144106485,-0.836130127,1.477462787,-0.053398958,0.280410895,0.403604277,1.077841575,-0.297238113
64,-0.547518101,0.23345808,1.810581761,-0.275108724,0.221879573,-0.348910863,0.164569844,0.623173728,-1.722577391
49,0.665967146,0.111872397,-0.787032737,-0.437007713,2.083893314,0.554252568,-0.499079179,-1.69683789,0.326924149
68,-2.534554462,-0.675703143,-0.584770936,0.698169739,0.247515015,-1.542241236,0.827053409,-0.851699013,-0.989048863
41,-1.375184479,-1.370571918,-1.708320792,-0.635176399,1.782746045,-1.257530551,-3.126201478,-0.922525434,1.95495212
48,0.500992232,0.31056471,1.629982244,0.603676687,-0.013489038,0.271502366,0.27448201,0.923324097,0.529282465
58,-0.480249035,-0.507036632,0.397998323,1.736929606,0.7679715,1.290228517,0.810133077,-0.395004431,0.643207142
42,0.93610755,-2.010782269,0.237779633,-0.417834436,-0.355491704,-0.246540636,0.758160988,0.709935397,0.209769801
63,0.809180297,-0.392567258,0.975138411,0.024513232,0.036212029,0.342479191,-0.718127199,-0.042934182,-0.313815813
43,-1.19809288,-1.092217941,-1.329336569,1.989693078,-0.716643414,-1.030432829,-1.38087086,-0.649639584,0.011037338
50,0.406657087,0.698650234,-0.541046782,-0.373168313,0.692742498,1.764942218,-0.507659995,-0.318537513,-0.836854262
35,1.201697856,0.521625227,-0.091437731,0.141036732,-0.779133989,0.847559525,0.083877878,-1.872090867,0.633898141
64,0.147434402,0.496893145,-1.548471051,-0.941815474,-0.297421261,1.334678796,-0.885339163,0.072127136,2.17253574
40,-0.977464877,-0.665041618,1.311427126,-0.702834596,0.220336085,1.674733258,0.612328216,0.291205744,-1.30960664
36,0.879389942,0.731551582,-0.01842905,-1.378836972,0.434984169,-0.236880984,-0.162613792,-0.278348302,0.557666547
61,0.635424527,0.319649783,-0.323288636,2.925249584,0.524903534,-0.35570146,0.267746063,0.604954976,-0.802676714
42,0.542610783,-0.409854538,0.23622549,0.571751991,-0.473790462,-2.032496638,-1.41265222,0.670609271,-0.002491529
35,0.715938893,-0.453337432,-0.752582284,-0.045875549,-1.359320125,-0.442834954,-0.444241095,0.728397658,0.720113194
45,-2.99461286,0.892708153,0.045113004,-1.057064291,-2.259975675,0.671443872,-1.262501616,1.33592899,1.192823025
65,0.880937561,-0.473604057,3.427538547,-1.824693063,-0.893481094,1.084361281,1.503295666,-0.872750374,0.227123178
69,1.808131811,0.303656474,0.60468203,0.241738288,-0.656715303,0.276468526,0.611023905,-0.18204794,-0.006230967
52,0.436638475,1.033956987,1.66831106,-0.145151819,-0.692990359,-0.115548106,-0.463391482,-0.27664886,-2.367669846
46,0.192728996,1.909342626,-0.355083122,0.501992664,-0.841653721,0.988373089,-0.261343832,0.538548689,-0.240245331
40,0.696438673,1.663873124,-0.75156899,0.692328841,0.460620368,0.411293989,1.870757505,-1.242191008,-0.572039336
46,0.338225474,0.900822764,0.309703589,1.012275043,-0.274902159,-0.627006738,0.676205177,-0.648933702,0.834624992
47,0.651781262,-1.505911352,-1.341704943,-0.042177113,-0.137153086,-0.146056257,-0.388810841,-0.894169626,0.19386297
63,0.001471,-0.689048429,-2.306957765,0.622010465,-0.786284372,0.272930787,-1.040695612,0.101467933,0.682013717
66,-0.766704855,-0.548087187,0.731592505,-0.407536128,1.631779369,-1.09894346,-2.424537214,-0.052099354,-0.113882724
55,-1.004322712,1.653149833,0.641338145,-0.851446399,-0.276025741,-2.757263834,0.455240001,-0.610604138,0.099224662
38,-0.998191728,-0.699317941,0.833851222,-0.338183269,-2.351152818,0.756135839,-0.419911713,-2.979745625,0.632310284
