Car Model,MPG,Engine Displacement,Horsepower,Weight,Acceleration,Number of Cylinders,Origin,Curb Weight,Combined Power,Weight Difference,Fuel Efficiency per Weight,Weight per Cylinder,Acceleration Power,Log Weight,Engine Power Squared
Honda,21.19916375,1.548627086,161.808332,2800.616845,6.644422916,4,Japan,3396.329929,163.35695908600002,-595.713084,0.007569462344642864,700.15421125,1075.1229891405362,7.937594973686134,2.3982458514928515
Honda,40.77971733,4.196079676,275.8251767,3278.357705,16.24438628,8,Germany,2953.234832,280.021256376,325.1228729999998,0.01243906888738976,409.794713125,4480.610716064056,8.095097876291117,17.607084647340265
BMW,17.48174994,1.707343196,304.1840525,4367.231631,7.038292252,8,Germany,2618.684091,305.891395696,1748.5475399999996,0.004002936280253371,545.903953875,2140.9362598927114,8.381884593297153,2.9150207889274946
Chevrolet,22.94716946,3.69543466,203.5169633,2288.917393,5.999419976,4,USA,3924.002162,207.21239795999998,-1635.084769,0.010025337537377872,572.22934825,1220.983735076879,7.735834230616339,13.656237326329316
Mercedes,27.01745754,2.650530916,226.5828523,2589.812037,19.64119529,6,USA,3303.366106,229.23338321600002,-713.5540689999998,0.010432207879957427,431.63533950000004,4450.358051389526,7.859340579473193,7.0253141366718
Toyota,30.30441515,2.727106398,134.7868081,2292.982416,19.35487653,8,Japan,3369.637188,137.513914498,-1076.6547720000003,0.013216156800218568,286.622802,2608.782028648304,7.737608614272024,7.437109306012535
Audi,19.6963893,2.911834014,221.2879135,5249.269331,5.906548174,8,Japan,3422.531334,224.199747514,1826.7379970000006,0.003752215414759026,656.158666375,1307.047721411695,8.565844170852305,8.478777325087353
Honda,14.59347299,3.985169796,486.6233758,5009.636933,11.64880162,6,Germany,3836.57189,490.608545596,1173.0650429999996,0.00291307996670744,834.9394888333333,5668.57916834891,8.519118722989871,15.881578302950683
BMW,34.4248017,2.836199863,477.8829527,5013.251728,7.793674074,6,Germany,2590.383467,480.71915256299997,2422.868261,0.00686676105006471,835.5419546666667,3724.463978864558,8.519840031043664,8.044029662881218
Chevrolet,21.54522213,4.430796202,233.9513161,4865.301374,12.28017346,8,USA,3839.931652,238.38211230200002,1025.3697219999995,0.004428342763130135,608.16267175,2872.9627429032907,8.489883940080686,19.63195498365762
Mercedes,33.24952886,3.118109542,328.3415745,4677.541695,17.45265864,4,Germany,2859.514763,331.459684042,1818.0269319999998,0.007108334041263955,1169.38542375,5730.433417068628,8.450527972058275,9.72260711591145
Honda,16.17450861,1.773412801,463.8381564,3907.967662,19.25917662,6,Japan,2616.925374,465.611569201,1291.042288,0.004138854261071928,651.3279436666667,8933.140977202784,8.270772738307556,3.144992962750666
Ford,29.24560407,4.63503937,102.4735291,4569.112654,14.5137898,6,Germany,3485.898778,107.10856847,1083.2138759999993,0.006400718538729205,761.5187756666666,1487.279261421583,8.427074297420399,21.48358996145
Nissan,31.3035773,2.643033298,424.2734281,2153.446219,10.30858501,4,USA,3965.463466,426.91646139799997,-1812.0172470000002,0.014536502942960194,538.36155475,4373.658701052973,7.674824730418675,6.985625014336758
Toyota,12.07294147,3.231067518,479.3478211,4485.857691,14.04988348,8,Japan,2585.863099,482.57888861799995,1899.994592,0.002691334032780845,560.732211375,6734.781032846885,8.408684991661234,10.43979730587468
Nissan,23.46417113,4.241775533,136.5302937,5111.510822,9.680019592,6,USA,3139.182727,140.772069233,1972.3280950000003,0.004590457097148253,851.9184703333334,1321.6159179175143,8.539250299381564,17.992659672357437
Nissan,15.37658708,2.829824629,164.5790744,4001.433442,18.64735461,8,USA,3294.676788,167.408899029,706.7566539999998,0.0038427696731385495,500.17918025,3068.964361722373,8.29440793640624,8.007907430894987
Ford,12.53499882,1.726342625,484.2985211,3430.053314,18.05600695,8,Japan,2878.178446,486.024863725,551.8748679999999,0.003654461803505367,428.75666425,8744.497462856321,8.14033108347942,2.9802588588918906
Ford,49.5984093,2.995684188,315.0160575,3109.706939,13.37347625,8,USA,3974.308224,318.011741688,-864.6012849999997,0.015949544530376083,388.713367375,4212.859763344884,8.042283768900385,8.974123754233219
Ford,22.8941538,5.277794331,105.6786538,4571.208201,9.871983731,4,Germany,3461.444822,110.956448131,1109.7633790000004,0.005008337575827691,1142.80205025,1043.2579510275814,8.427532825533353,27.855113000335738
Chevrolet,42.39497783,4.066937589,203.0527995,4771.204795,9.400845134,8,Germany,3766.526009,207.11973708899998,1004.6787859999995,0.008885591721912244,596.400599375,1908.8679221246528,8.470354129558178,16.539981352821133
Honda,20.18562619,4.185916595,279.9774697,5483.870399,5.501269921,8,USA,3123.666523,284.16338629499995,2360.2038760000005,0.0036809086869888296,685.483799875,1540.2316326182986,8.609566407835482,17.521897740296396
Audi,37.26010889,4.029128615,377.1635644,3369.33633,17.23731277,6,Germany,3030.933831,381.192693015,338.40249900000026,0.011058589953826307,561.556055,6501.286325010837,8.122471069234118,16.23387739621182
Toyota,40.4091144,2.295968556,393.2641513,5079.08923,11.7557482,6,USA,3329.736842,395.560119856,1749.3523879999998,0.007955976469426982,846.5148716666666,4623.114338769502,8.532887239065902,5.2714716101407255
Ford,33.82554962,3.173335456,498.1686052,4245.423297,9.876993926,4,Germany,3152.917664,501.341940656,1092.5056330000002,0.007967532859185701,1061.35582425,4920.408287684292,8.353596810381852,10.070057916306729
BMW,28.86304754,4.503759193,215.0044798,5531.345963,12.06665532,4,USA,3572.422083,219.50823899300002,1958.9238799999998,0.005218087556458996,1382.83649075,2594.384950002503,8.618186457848681,20.28384686853201
Mercedes,26.47363657,1.90549159,315.2880407,4111.248433,17.28106986,6,Germany,2898.727135,317.19353229,1212.5212979999997,0.006439318129622745,685.2080721666666,5448.514657359223,8.321482016353908,3.630898199560728
Toyota,23.95473066,2.611411104,313.3294191,4070.519314,6.869213116,6,Japan,3174.386547,315.940830204,896.1327670000001,0.005884932317508222,678.4198856666667,2152.326555310381,8.311525865874414,6.819467954094499
Mercedes,47.18116577,2.605276434,262.2581038,4311.508326,17.86483982,4,Japan,3842.699121,264.86338023400003,468.809205,0.010943076576120706,1077.8770815,4685.1990158839335,8.369043081504977,6.787465297555755
Audi,43.22477631,3.22807571,167.6647575,4997.261421,18.46263253,8,Germany,3634.161851,170.89283321000002,1363.0995700000003,0.008649692835431112,624.657677625,3095.5328059540616,8.516645325565145,10.420472789492004
Toyota,48.60107643,5.421474964,490.9826253,5858.761915,19.20061873,4,USA,2752.105248,496.404100264,3106.656667,0.008295451690154575,1464.69047875,9427.17019143975,8.67569358294511,29.3923907852788
Toyota,14.97188894,1.770010187,441.3268747,2294.253417,10.96231989,8,Germany,3830.297244,443.09688488700004,-1536.043827,0.006525821789807974,286.781677125,4837.966376515348,7.738162761073626,3.132936062083775
Ford,39.23469901,3.574803978,299.3332113,2213.73841,8.257106061,6,USA,3383.524886,302.908015278,-1169.7864760000002,0.017723276983751663,368.95640166666664,2471.6260732838236,7.702437953623146,12.779223481124623
Ford,47.53361827,2.217458728,341.2981691,5750.20135,10.60461228,6,Germany,3518.930775,343.515627828,2231.2705750000005,0.008266426752169294,958.3668916666667,3619.3347551793763,8.656990150569605,4.9171232103833775
Honda,17.24932265,5.382706182,190.9044214,4119.502502,9.993681443,6,Germany,2941.384849,196.28712758199998,1178.1176530000002,0.004187234415229881,686.5837503333333,1907.837973531832,8.323487683110722,28.973525841741015
Audi,12.65985069,1.953214019,317.5148282,4459.612058,7.642308688,8,Japan,3162.316395,319.468042219,1297.2956629999999,0.0028387784689230477,557.45150725,2426.5463301216873,8.402817058719702,3.8150450040181325
Ford,39.64482597,3.114404009,377.9880532,3929.694406,14.10900005,4,USA,3710.218718,381.102457209,219.475688,0.010088526453728524,982.4236015,5333.033461498203,8.276316942552365,9.69951233127527
Ford,32.97892453,4.451539939,306.0668114,2374.62981,12.14936241,8,USA,2996.014328,310.518351339,-621.3845180000003,0.013888027679564926,296.82872625,3718.51661337172,7.772596834846149,19.816207828512123
Toyota,43.67315107,4.318217712,496.1140682,5072.357514,17.98551488,4,USA,2747.592423,500.432285912,2324.765091,0.008610030138739152,1268.0893785,8922.866955788435,8.53156098140894,18.647004208230516
Honda,15.59089507,3.190914548,344.5366625,4988.89858,5.481643707,4,USA,3067.457369,347.727577048,1921.4412109999998,0.0031251176627447095,1247.224645,1888.6272278239078,8.514970438931215,10.181935652638044
Nissan,41.81069247,2.886096672,248.389485,3246.813286,14.65801891,4,USA,2603.828001,251.27558167200002,642.9852850000002,0.012877455149726155,811.7033215,3640.897768175161,8.085429266907724,8.329554000129475
Ford,18.0650928,3.090449514,408.860811,3224.956981,16.44423318,6,Japan,3576.784688,411.951260514,-351.8277070000004,0.00560165388451115,537.4928301666666,6723.4025142479095,8.078674889916098,9.550878198582836
BMW,16.54623771,2.557105053,168.1850046,5351.365524,16.39229854,4,Germany,2721.618863,170.742109653,2629.7466609999997,0.0030919655246483962,1337.841381,2756.9388053544735,8.585107045453183,6.538786252078133
Ford,16.57063192,2.321331755,253.8063255,2289.429031,18.29110951,6,USA,2927.688861,256.12765725500003,-638.25983,0.007237888441015405,381.57150516666667,4642.399294051205,7.736057734018986,5.38858111677138
Nissan,42.58298881,3.43215879,238.7835802,5524.420593,15.93550614,4,USA,3821.621508,242.21573898999998,1702.7990849999996,0.007708136644041361,1381.10514825,3805.1372084082823,8.616933650841457,11.779713959774263
Toyota,36.60788883,2.574135024,272.722838,3026.64676,18.91715092,4,Germany,3310.746487,275.296973024,-284.0997269999998,0.012095197006075463,756.66169,5159.139085776712,8.015210605813088,6.62617112178348
Audi,30.92261699,2.64984666,412.7119304,4371.938991,9.989848997,6,Japan,2982.007661,415.36177706,1389.93133,0.0070729754128904315,728.6564985,4122.929863956374,8.38296189471599,7.0216873215131566
Honda,24.35321936,4.127024254,293.6692129,5743.976716,12.54814125,6,Japan,3321.500335,297.796237154,2422.476381,0.004239783788148628,957.3294526666667,3685.002764245522,8.655907057098675,17.032329193104257
Toyota,45.08802163,5.374149327,417.6057801,4712.490006,5.211194949,8,Japan,2827.416489,422.979929427,1885.0735169999998,0.009567770238789552,589.06125075,2176.225131930325,8.457971711011313,28.88148098889455
Audi,25.6978043,3.914548802,330.5955613,3657.71925,5.10436381,4,Germany,2537.759695,334.510110102,1119.959555,0.007025636070893085,914.4298125,1687.4800188463564,8.20459507641547,15.323692323239635
Chevrolet,42.66397758,1.807917868,236.8277739,4758.136836,8.601899307,6,Germany,3405.598718,238.63569176800002,1352.5381179999995,0.00896653018828818,793.022806,2037.1686641887627,8.467611449591864,3.2685670174336656
Ford,27.56539634,1.802334455,423.9914975,3375.918545,6.512107957,8,Japan,3571.188899,425.793831955,-195.27035400000022,0.008165302560639832,421.989818125,2761.0784045700952,8.124422727758894,3.248409487680147
Audi,25.07777718,5.305692883,195.3158682,3109.033665,8.903170519,8,Japan,3819.672648,200.62156108300002,-710.6389830000003,0.00806610023632536,388.629208125,1738.9304796511296,8.04206723824072,28.15037696871685
BMW,28.50719143,2.689163161,189.7531919,5986.733112,7.655649418,6,Germany,3657.825042,192.442355061,2328.90807,0.00476172745580712,997.788852,1452.6839131328773,8.697301152012903,7.2315985064795125
Audi,22.05511497,1.868267944,301.8011696,5003.160925,5.427800373,4,Japan,3890.016551,303.669437544,1113.144374,0.004408236173214837,1250.79023125,1638.1165009267163,8.51782517667148,3.4904251105779873
Chevrolet,39.90437521,3.896178349,204.3396984,4578.87991,18.6395622,8,USA,3978.930213,208.235876749,599.9496969999996,0.00871487699925286,572.35998875,3808.8025182560405,8.429209686062908,15.180205727216364
Ford,30.1088156,3.994595113,103.634814,3421.158573,5.123346971,4,Germany,3617.403172,107.62940911300001,-196.24459899999965,0.008800765868504512,855.28964325,530.9571103970484,8.137734536724158,15.956790116803482
Chevrolet,19.28850781,4.09401928,359.3190109,2196.643317,16.04123217,4,Japan,3801.884951,363.41303018,-1605.241634,0.00878090114163036,549.16082925,5763.919676941661,7.694685709181661,16.76099386501172
Nissan,45.98298293,2.569608111,304.4375286,2124.227504,7.282218304,8,USA,3510.597255,307.007136711,-1386.3697510000002,0.02164692004195046,265.528438,2216.9805431954433,7.661163487736955,6.602885844116988
Ford,25.35564885,1.560442737,278.2071258,4216.725022,18.68344433,6,Germany,2756.406687,279.767568537,1460.3183349999995,0.006013114138984993,702.7875036666666,5197.867347093606,8.346814044601281,2.434981535456051
BMW,31.74211444,5.360061478,486.7874058,5048.130884,18.39193909,4,Germany,2772.553639,492.14746727799997,2275.577245,0.00628789450380661,1262.032721,8952.964317252712,8.52677333177716,28.730259047939548
Ford,46.25888444,2.503572183,328.4796736,4149.516762,14.8085172,6,USA,2665.389184,330.98324578300003,1484.127578,0.011148017249532441,691.586127,4864.296896355986,8.330747163553179,6.267873675491386
Chevrolet,34.96951984,4.204105152,445.3726311,5363.140288,15.08351225,8,Germany,3914.46208,449.576736252,1448.6782079999998,0.006520344045119262,670.392536,6717.783537011581,8.587304957134178,17.674500129072946
Mercedes,14.67592163,4.32651948,155.7800945,2133.706132,5.08008713,4,Japan,3509.127547,160.10661398,-1375.4214150000003,0.006878136314040457,533.426533,791.3764531796337,7.66561571478776,18.71877081081947
Honda,47.59328494,3.940029668,327.6825853,3467.008306,19.77307349,6,Germany,3684.864626,331.62261496800005,-217.85631999999987,0.013727479353780353,577.8347176666667,6479.291840530095,8.151047341413333,15.523833784720193
Chevrolet,35.10832212,2.751629577,447.1918507,2948.281565,18.16748905,6,Japan,2996.736005,449.943480277,-48.45444000000043,0.011908062831169925,491.3802608333333,8124.353050841484,7.988977759263992,7.5714653290211995
Ford,23.39622459,2.584385015,333.2423029,3789.091873,18.42659339,4,USA,3190.632565,335.82668791500004,598.459308,0.0061746258402217424,947.27296825,6140.520415885519,8.23988165801944,6.679045905756551
Mercedes,15.57088291,3.890673131,387.2056713,2289.505573,14.88866806,6,USA,2559.669298,391.09634443100003,-270.1637249999999,0.006800980566995109,381.58426216666663,5764.976710935169,7.736091166250117,15.137337412285342
Ford,41.76100757,4.964382534,248.8174271,5816.526566,10.17180393,6,Germany,3833.511101,253.781809634,1983.0154649999995,0.007179715779879754,969.4210943333333,2530.9220828282682,8.66845855259789,24.645093943884262
Audi,34.80291024,5.286934916,136.9798068,2893.021604,18.40472974,8,USA,3779.505144,142.266741716,-886.4835400000002,0.012029951726554754,361.6277005,2521.0763239914145,7.970056772628861,27.951680806019926
Mercedes,31.33844368,1.923623218,283.1601181,5689.231102,9.372753922,8,USA,3677.217002,285.08374131799997,2012.0140999999999,0.005508379448495816,711.15388775,2653.9901074757577,8.646330386530598,3.7003262848286753
Honda,45.75570332,2.11931445,257.7917563,3703.57262,13.44067315,6,Germany,2587.453102,259.91107074999996,1116.119518,0.012354477153468102,617.2621033333334,3464.894737192753,8.217053205739566,4.491493737978803
Toyota,41.54388845,5.278945035,446.824073,5942.096533,6.495964585,6,Japan,2761.374603,452.103018035,3180.7219299999997,0.006991452969382448,990.3494221666666,2902.5533539334547,8.6898173017674,27.867260682551148
Honda,16.06699519,4.446140913,197.5981209,4216.233534,18.82933445,4,Germany,3001.255987,202.044261813,1214.977547,0.0038107460273333143,1054.0583835,3720.641105117635,8.34669748100209,19.768169018252472
Toyota,22.46888271,5.031975299,486.693691,5723.331457,7.111556867,8,Germany,2894.594013,491.725666299,2828.7374440000003,0.003925839850236023,715.416432125,3461.149860356626,8.652306337384104,25.32077540974614
BMW,19.93956559,2.310530537,483.2552479,2021.395955,8.373452086,4,Japan,3757.689758,485.56577843699995,-1736.293803,0.009864255214659317,505.34898875,4046.514663598702,7.611543618550205,5.3385513624095084
Ford,39.7578517,3.850343484,199.0526572,4992.955225,13.37201237,6,Japan,2792.253637,202.903000684,2200.701588,0.007962789552153456,832.1592041666667,2661.7345943597697,8.515783242905824,14.82514494478126
Audi,11.34129739,4.304558378,239.2207822,5612.202612,16.461395,4,Japan,3298.186698,243.525340578,2314.015914,0.002020828215601137,1403.050653,3937.907788003169,8.632698543920606,18.529222829609992
Mercedes,32.79558739,4.220447542,458.2222963,2558.882268,14.29026959,6,Germany,3357.071647,462.44274384199997,-798.1893790000004,0.012816372132522043,426.480378,6548.120146275859,7.847325828067435,17.81217745477384
Nissan,40.49834743,3.132606763,486.6488884,2384.503407,8.482008692,8,Japan,3137.517771,489.781495163,-753.0143639999997,0.01698397549406395,298.062925875,4127.760101360938,7.77674616654833,9.813225131593338
Nissan,45.07062547,1.561579567,277.3756411,3698.290429,5.014145638,8,USA,2861.031898,278.937220667,837.258531,0.01218688102929409,462.286303625,1390.8018609090184,8.215625945639855,2.4385307440719073
Chevrolet,23.68326995,3.831704227,228.3988183,5734.715625,16.3572587,6,Japan,3940.441436,232.23052252699998,1794.2741889999998,0.004129807212541598,955.7859374999999,3735.978557707394,8.654293442457853,14.681957283209666
Honda,42.85029219,2.512406157,310.4376053,4169.546241,19.77810989,8,USA,3120.098863,312.95001145699996,1049.4473779999998,0.010276967735396316,521.193280125,6139.869071611845,8.33556249376414,6.312184697731508
Mercedes,14.42526948,3.301016985,375.1076825,4109.825855,17.1486968,6,Japan,3590.964993,378.408699485,518.860862,0.0035099466471189447,684.9709758333333,6432.607914543166,8.321135935546373,10.89671313525849
Honda,43.85809167,5.33032406,209.3898061,2564.504473,11.90309927,4,USA,2776.069731,214.72013016,-211.56525800000009,0.01710197511127523,641.12611825,2492.3876481343514,7.849520551027451,28.41235458461488
Mercedes,15.09954649,3.096141271,394.5892698,2003.158044,18.55650892,6,USA,3734.216753,397.68541107100003,-1731.0587090000001,0.007537870781203323,333.859674,7322.199304779986,7.602480236197622,9.586090769989495
Nissan,25.89149162,4.859206427,120.6629428,5240.560363,11.1477151,4,USA,2823.837735,125.522149227,2416.7226279999995,0.004940596010075956,1310.14009075,1345.116109461996,8.564183711101283,23.611887100198107
Toyota,41.89181463,2.254162423,119.7177971,2350.298252,12.87401126,6,USA,3512.959935,121.971959523,-1162.6616829999998,0.0178240419463155,391.71637533333336,1541.2482678877952,7.762297514829764,5.08124822926523
Honda,15.99669709,4.189841992,254.5150821,4535.399275,12.15694651,8,USA,3259.744002,258.704924092,1275.6552729999999,0.003527075814069314,566.924909375,3094.1262390779584,8.419668401672578,17.554775917926527
Toyota,19.17005581,5.408027818,241.3892768,5658.465818,11.71435809,6,Japan,2719.835711,246.797304618,2938.6301069999995,0.0033878539566358484,943.0776363333333,2827.7204275213294,8.64090807756421,29.24676488026184
Toyota,38.89010274,1.907572403,226.2532861,2834.607653,16.62786154,6,Germany,2537.423794,228.160858503,297.1838590000002,0.013719748021861424,472.43460883333336,3762.108314240807,7.949658812580991,3.6388324726871946
Toyota,38.80146146,1.533279769,296.4079051,4661.091345,12.90153361,6,Germany,3896.122398,297.941184869,764.9689469999998,0.008324544315490132,776.8485575,3824.1165499173403,8.447004893906518,2.3509468500246933
Toyota,35.64590532,3.234331171,228.2934329,2314.794307,9.75075683,8,Germany,2688.53577,231.527764071,-373.74146299999984,0.015399167525255192,289.349288375,2226.0337500938217,7.74707611030492,10.460898123702231
Audi,37.75793778,1.870501932,176.9031674,4415.020575,8.872372515,6,Germany,3557.427143,178.773669332,857.5934319999997,0.00855215443248529,735.8367625,1569.5508002562042,8.392767773276352,3.4987774776157328
Chevrolet,31.70897773,4.493537399,223.7878196,2655.726884,5.566209755,8,Germany,3479.027438,228.281356999,-823.3005539999999,0.01193984890578831,331.9658605,1245.6499445077002,7.884473675489699,20.191878356211685
Chevrolet,20.07196236,5.158194655,489.9617091,4943.814242,13.74792743,6,USA,3012.580064,495.119903755,1931.2341780000002,0.004060015481463552,823.9690403333334,6735.9580201855715,8.505892426020663,26.606972098870568
Audi,23.82783974,3.236083891,264.4453668,3204.925179,8.449421231,4,Japan,2778.074349,267.681450691,426.85082999999986,0.007434756947254151,801.23129475,2234.4102966795026,8.072444023996466,10.472238949589698
Nissan,17.26390867,2.534846569,277.8851107,3853.564035,7.22200883,6,USA,2767.492374,280.419957269,1086.071661,0.004479984895333393,642.2606724999999,2006.8887232009274,8.256753722440822,6.425447128371071
Mercedes,46.33802245,3.237613276,330.617996,4397.722168,14.80744946,4,Japan,3377.99178,333.855609276,1019.7303880000004,0.010536823537234423,1099.430542,4895.6092663364825,8.38884199676818,10.482139724931452
Chevrolet,33.33567179,4.393791271,493.3363074,2685.093643,15.21813887,8,Japan,3320.381942,497.730098671,-635.2882989999998,0.012415087226810733,335.636705375,7507.660435626209,7.895470882684893,19.3054017331158
Mercedes,26.03405667,1.536216646,196.6405106,4966.551274,16.28232338,8,Japan,3813.902531,198.176727246,1152.6487430000002,0.005241878163281799,620.81890925,3201.764383197518,8.510480969572722,2.359961583447489
BMW,28.48023215,3.857815958,372.5128442,3210.561363,12.55365345,6,Japan,3460.004618,376.370660158,-249.44325500000014,0.008870795144493864,535.0935605,4676.397151760643,8.074201080273687,14.88274396579946
Audi,47.89133358,3.95316674,386.3938774,4649.48744,18.41081908,8,Germany,3728.912464,390.34704414,920.5749759999999,0.01030034690877668,581.18593,7113.8277704311,8.444512264548864,15.627527274242226
Honda,16.13405612,4.050752988,342.9297667,2633.132203,19.0451413,6,Japan,2548.619594,346.980519688,84.51260900000034,0.00612732475096314,438.85536716666667,6531.1458627775355,7.875929368262414,16.40859976979093
BMW,33.44919328,2.46808832,135.4313359,4752.470637,17.1105641,8,Japan,3506.489721,137.89942422,1245.9809160000004,0.0070382745807167834,594.058829625,2317.306554065581,8.466419895911093,6.091459955320423
Audi,30.23554716,4.356210894,370.7489103,2512.752291,14.53390223,4,Germany,2850.562958,375.105121194,-337.8106670000002,0.012032840351313405,628.18807275,5388.42841417924,7.829133961654508,18.97657335300428
Chevrolet,34.45816942,1.865565945,125.6378844,3701.425985,9.555814304,8,USA,2879.25844,127.503450345,822.1675449999998,0.00930943089491495,462.678248125,1200.5722928738185,8.216473425735643,3.4803362951437427
Honda,10.72440735,2.297081346,338.4570598,2988.824295,19.74417382,4,USA,3580.864794,340.75414114600005,-592.0404990000002,0.0035881692235775944,747.20607375,6682.555019297335,8.002635376681893,5.276582710141172
Mercedes,44.88495636,5.009880187,395.8324709,4993.500998,9.112042508,6,USA,3690.149438,400.842351087,1303.3515600000005,0.008988674755042073,832.2501663333334,3606.842300887473,8.515892545542988,25.098899488095157
Honda,47.2847313,4.454892603,184.3879562,3048.140018,8.03985383,6,USA,3057.603213,188.84284880299998,-9.463194999999814,0.015512650672466582,508.02333633333336,1482.4522158604423,8.022286853415476,19.846068104264116
Mercedes,32.60532734,1.554982216,436.648803,5526.869226,11.63231171,6,Japan,3685.115225,438.20378521599997,1841.7540009999998,0.005899420812530729,921.144871,5079.234984294383,8.617376790616122,2.4179696920762708
Toyota,37.86603296,2.493505041,112.1415222,5567.280846,5.852608561,4,Germany,3165.617013,114.635027241,2401.6638329999996,0.006801530946154104,1391.8202115,656.3204328712916,8.624662035267418,6.217567389492412
Nissan,46.89997525,2.357625932,437.5251455,2785.765261,19.67741697,6,Germany,3786.468023,439.882771432,-1000.7027619999999,0.016835580480016616,464.2942101666667,8609.36472286342,7.932277894149617,5.5584000352388685
Toyota,38.28954537,2.583225312,284.1316203,4455.38378,13.82650335,6,USA,2537.355658,286.71484561200003,1918.0281220000002,0.008593994874668238,742.5639633333334,3928.546799918878,8.401868482098044,6.6730530125574985
Audi,16.10156172,2.490239081,187.035176,2350.870567,13.35428137,4,Germany,2625.242606,189.525415081,-274.37203899999986,0.006849191080965199,587.71764175,2497.7203663914715,7.762540992579601,6.201290680539724
Toyota,33.05153441,1.750105183,153.511258,3566.148398,14.8369442,8,Japan,3664.527711,155.261363183,-98.37931300000037,0.009268132091344338,445.76854975,2277.6379690178037,8.179241412251553,3.062868151563464
BMW,34.26860186,3.335762066,481.322867,4853.286918,12.45535472,6,USA,3436.134442,484.65862906599995,1417.1524759999998,0.0070609058230008395,808.8811529999999,5995.047043332383,8.487411469437935,11.127308560964588
Mercedes,26.96522685,4.430933899,129.066235,4637.692987,5.480952756,8,Japan,3338.53038,133.497168899,1299.1626070000002,0.005814362211036114,579.711623375,707.4059364297937,8.441972320497273,19.633175217307343
Mercedes,39.45776942,3.926926899,179.637368,4498.802678,14.18466933,8,Japan,3420.968211,183.564294899,1077.8344670000001,0.008770726845379547,562.35033475,2548.0966643915235,8.41156656879954,15.420754870089757
Chevrolet,47.37468059,4.191486674,239.128939,3130.163455,15.74260815,6,Japan,3895.285941,243.320425674,-765.1224860000002,0.015134890324761011,521.6939091666667,3764.513184002253,8.048840504215404,17.568560538319584
Mercedes,47.02274052,1.824596714,348.0939396,3512.099798,11.25123591,6,Japan,3483.305547,349.918536314,28.79425100000026,0.013388782558735251,585.3499663333333,3916.487033280891,8.163969370638288,3.329153168739597
BMW,28.03357486,5.305962841,317.9204341,2411.784579,16.35943358,4,Japan,3471.214175,323.226396941,-1059.429596,0.011623581601812705,602.94614475,5200.998225383718,7.78812224166945,28.153241670072795
Chevrolet,14.52952183,4.853967335,150.257397,4876.091282,8.40501949,4,USA,3639.20632,155.111364335,1236.8849620000005,0.0029797477097353487,1219.0228205,1262.9163503016675,8.492099211098616,23.560998889247003
BMW,49.39364796,4.720361274,215.8911935,4015.555187,8.319148866,6,Japan,3799.931058,220.611554774,215.6241289999998,0.012300577544023679,669.2591978333334,1796.0309775849119,8.297930895028037,22.281810557078902
Honda,43.55592346,4.79193522,195.5007084,4835.062529,7.421254815,8,USA,2892.868717,200.29264362,1942.193812,0.00900834750300703,604.382816125,1450.8605735494111,8.483649340378744,22.96264315267645
Chevrolet,14.98650725,5.230842033,185.4171418,2995.774099,10.5799214,4,Germany,3425.123289,190.64798383299998,-429.3491899999999,0.0050025491758549315,748.94352475,1961.6987864566545,8.004957940926499,27.361708374199573
Mercedes,46.8336753,3.677015864,264.4577346,3297.752915,17.70518053,4,Japan,3375.962445,268.134750464,-78.20953000000009,0.014201693246020526,824.43822875,4682.271933647827,8.100996580664656,13.520445664107665
Chevrolet,44.79585448,2.301128071,381.612581,3336.861349,17.41868093,6,Japan,2702.274222,383.91370907099997,634.5871269999998,0.01342454773957706,556.1435581666666,6647.1877873127805,8.11278592829272,5.295190399144181
BMW,30.75352229,3.967134431,186.9811729,2102.969639,10.74236312,6,Germany,3280.475461,190.948307331,-1177.505822,0.014623854629030144,350.4949398333333,2008.6196558953034,7.651105738603716,15.738155593625693
Ford,33.65101743,4.471525975,246.6715519,3364.191491,13.83678104,6,USA,2604.325772,251.143077875,759.8657189999999,0.010002705708050315,560.6985818333334,3413.140252437296,8.120942943075606,19.994544545099696
Honda,25.96010815,4.451669573,256.3669707,5213.218294,15.81224475,6,Japan,2777.439381,260.818640273,2435.778913,0.004979670270066769,868.8697156666667,4053.7372865244793,8.55895265881944,19.817361987174003
Audi,12.19046555,3.585796097,490.5826118,5589.193983,8.618101619,4,Germany,3869.444623,494.168407897,1719.7493600000003,0.0021810775555613777,1397.29849575,4227.890801006829,8.628590366665243,12.857933649260431
Mercedes,23.40788967,1.773834877,481.8665428,4072.873263,7.522116288,4,Germany,2678.864772,483.640377677,1394.008491,0.0057472668945161825,1018.21831575,3624.656170238129,8.312103990788152,3.1464901708616053
Honda,42.11413794,2.984451754,420.0550331,3822.006781,19.5814399,4,Japan,3368.37445,423.039484854,453.63233100000025,0.011018854845930216,955.50169525,8225.28238534016,8.248530899000633,8.906952271953678
Mercedes,10.18528092,5.183066434,196.6635683,2123.298475,14.2633597,8,USA,2985.221044,201.84663473400002,-861.9225689999998,0.00479691434808759,265.412309375,2805.083214548418,7.660726042965854,26.86417765925747
Audi,23.33996687,3.837795639,127.2149256,5516.81735,19.72123583,4,USA,3332.969936,131.052721239,2183.8474140000003,0.0042306941465082215,1379.2043375,2508.8355488535044,8.615556405963469,14.728675366727417
