Company Name,Stock Price,Market Capitalization,Earnings per Share (EPS),Price-to-Earnings Ratio (P/E Ratio),Dividend Yield,Beta,Debt-to-Equity Ratio
Company 297,165.499033,545481892,5.851408761,13.19607095,0.00774207,1.41285739,0.531988318
Company 298,82.37315412,984685069.8,9.907723655,25.39363452,0.017809697,1.956357067,0.80903455
Company 299,143.4335714,937450678.4,7.591628654,19.93280946,0.034850651,1.060408489,0.78073273
Company 300,62.80211975,44130562.06,4.478708674,14.84088801,0.028005799,1.522190919,0.215004768
Company 301,57.75225818,165650000.9,7.1032303,16.83589148,0.019323128,0.595303584,0.715635551
Company 302,129.7031947,132597044.7,3.95338167,26.36368483,0.02101248,1.09437102,0.800054408
Company 303,131.0952682,726253930.1,2.365867079,13.50010965,0.028105544,1.945726492,0.346107241
Company 304,145.6144852,817967544.5,6.008833581,26.74124212,0.000293236,1.308471312,0.172609113
Company 305,158.9137001,214297854.9,9.289002771,7.203360774,0.003925493,0.931819255,0.002632156
Company 306,196.3778119,506346840.3,9.298481248,24.41996093,0.044062903,0.680406445,0.450903653
Company 307,127.4450522,840862325,3.484862253,26.18869083,0.003893949,1.55529251,0.352432732
Company 308,98.44347094,733068743.2,5.324006916,9.545441321,0.03534018,1.467284065,0.554909834
Company 309,169.2779292,542694968.3,2.195195396,15.75866331,0.046001908,1.06090807,0.188041093
Company 310,90.62483769,590757342.8,9.956747984,9.137494367,0.01353418,1.926412028,0.859665548
Company 311,115.8457131,508852186.4,9.813067288,22.66510322,0.018524572,0.533304219,0.257755216
Company 312,61.7684572,298250902.9,6.530138404,18.3836942,0.02844607,0.955585777,0.226429605
Company 313,53.80261151,565456970.9,8.063699191,20.88308367,0.044085448,1.881604229,0.480714056
Company 314,194.3972622,689196416.7,7.179491597,9.912174174,0.047095279,0.981403157,0.498851024
Company 315,175.3970181,873449592.9,5.972266368,10.29364655,0.036978162,0.878379251,0.215085229
Company 316,154.3961309,636655062.6,0.62814517,6.037433138,0.004330988,1.301330615,0.271860727
Company 317,111.3429417,761360415.5,4.602166991,13.05168838,0.033457708,1.735702625,0.169705239
Company 318,75.99414801,160911563.3,6.780384391,18.99361653,0.020515186,0.654720141,0.718460178
Company 319,73.4655564,462095916.9,6.807562977,26.44837285,0.02353505,1.914531064,0.770089031
Company 320,87.53643472,10322288.21,3.793913922,21.67318619,0.00245742,1.692609322,0.462328497
Company 321,132.3839997,247432185.7,9.422750668,15.88490808,0.009553107,0.771875383,0.714087023
Company 322,157.1893884,726735253.4,1.756834619,28.82800286,0.03952568,1.568011942,0.735935392
Company 323,149.0296065,991818141.4,5.053558518,22.98113001,0.022697942,1.077438084,0.138275528
Company 324,91.99008454,100078921.5,6.939751368,28.25413007,0.015083112,1.103442017,0.966178025
Company 325,193.2297921,402092821.5,7.001644478,18.18969933,0.019200954,1.674935139,0.821031947
Company 326,160.6845375,800270897.7,6.521525672,11.47260687,0.042719976,1.944177212,0.204483461
Company 327,133.1531079,204831599,2.825353313,6.320667159,0.037449951,0.689983809,0.186165036
Company 328,141.7581119,555529864.4,1.64644503,23.15212129,0.01361577,1.130945355,0.125661146
Company 329,112.9400094,733338224.7,6.395809236,8.03257495,0.005875092,1.221412412,0.138378563
Company 330,87.15964843,616369464.8,6.03309095,12.56937821,0.012599911,1.064467725,0.748161799
Company 331,103.3959018,188836709.9,1.875624502,18.3117727,0.046037823,1.044783686,0.469654257
Company 332,163.6769166,356029184.1,7.080877541,19.11041469,0.029079442,0.578403001,0.782934173
Company 333,52.15902329,784007992.7,4.606202718,20.01457992,0.02667401,1.528307931,0.746254894
Company 334,67.41089608,554672287.6,6.710829857,9.156383259,0.02981968,1.154321626,0.604612714
Company 335,56.9003963,6224383.929,8.38993409,14.49343512,0.018301413,0.792190704,0.686366607
Company 336,56.10932035,761229769.3,1.780311443,20.42985568,0.040355351,1.724050253,0.018355724
Company 337,178.3190876,36276043.59,0.289534193,29.24547162,0.026164312,1.703841122,0.311777647
Company 338,155.5486789,745988048.9,7.813115605,23.19077844,0.005837395,1.229587442,0.637822179
Company 339,121.1260744,203278079.6,6.136004509,28.06509393,0.006453256,0.947675992,0.009344953
Company 340,64.6751241,958115406.6,7.026431739,24.05530146,0.026842957,1.457139089,0.032976944
Company 341,123.7423813,368572810.6,8.397734252,19.79292422,0.046828511,0.932228204,0.851887982
Company 342,121.0207656,327604684.7,8.047828255,9.800584228,0.015417606,0.854011895,0.684024862
Company 343,75.98028049,149739162.3,9.613109455,21.6671413,0.043477058,1.595771981,0.265369733
Company 344,115.0777474,306298611.3,5.405757281,20.58448915,0.038204779,0.56048786,0.68796284
Company 345,109.7757102,876774111.1,4.936106763,20.06172926,0.012390622,0.642152707,0.792456669
Company 346,142.3775147,996338003.3,4.078683279,17.2446467,0.001817037,0.510182261,0.306794283
Company 347,145.2640476,368941221,1.621541324,18.2164151,0.005092363,0.72941478,0.036037377
Company 348,56.79560147,449162020.3,5.768811606,13.36106318,0.036424697,0.603485013,0.932779125
Company 349,106.1918922,722348867.3,2.842423991,17.98281732,0.009983487,1.993703552,0.345179838
Company 350,143.8789874,886309584.7,9.220944371,9.938897642,0.018563546,0.933214955,0.106481763
Company 351,125.4704388,593451289.9,5.873588962,25.12935993,0.025084958,0.723902019,0.491856871
Company 352,178.4734762,392134172.5,5.969117787,9.644423867,0.036273408,0.861494387,0.768467796
Company 353,148.8040447,413209219,3.613754143,7.124157247,0.005661561,1.904188357,0.221647315
Company 354,74.44016406,695922528.4,0.614694585,15.90615066,0.02031832,1.280240335,0.26949005
Company 355,60.58531211,4215045.341,0.414263277,21.45768599,0.024253645,1.047227144,0.242714987
Company 356,146.3628917,619969748.1,4.291017927,15.94292062,0.027041353,1.810087187,0.991673053
Company 357,53.97669658,356137517.4,0.937197243,11.9188533,0.040918032,1.092485406,0.197403734
Company 358,137.8663372,794403133.9,6.10778486,18.9542796,0.00858391,1.002512855,0.575520217
Company 359,191.0345362,93897649.18,8.821632756,13.67505839,0.040391573,0.810923784,0.925264642
Company 360,136.3211267,588614064.7,8.840856684,28.32169225,0.034643921,1.066695236,0.146896569
Company 361,108.2254889,481491917,6.62454956,28.06612849,0.027793541,0.975026534,0.970854198
Company 362,146.4932328,642683200.4,2.191195132,17.5592955,0.034976394,1.515955939,0.947477234
Company 363,118.7379336,65788740.89,8.64366863,13.19709985,0.020600887,0.934374057,0.884571987
Company 364,131.8425184,580403803.6,8.87232501,23.42831035,0.006919879,1.36579962,0.214556521
Company 365,191.2197213,561923103.4,2.046870491,5.917823587,0.033288262,0.598838248,0.634055056
Company 366,107.9153957,561099434.3,7.400518249,16.86922515,0.026233615,0.786933735,0.760891473
Company 367,194.1785846,603884178.9,2.936543534,13.40808486,0.03196874,1.111107907,0.986027928
Company 368,185.8025963,676791469.3,8.046139092,28.01339713,0.016899939,1.905423881,0.180423822
Company 369,79.36867022,805184010.7,9.972655209,5.300075682,0.045343329,1.065877979,0.7660259
Company 370,60.40419513,270550899.4,0.397257453,18.82037189,0.029368493,1.496111182,0.33880117
Company 371,65.11670021,825224360.8,8.983922071,23.51658953,0.004270124,0.882630834,0.175626466
Company 372,52.73327385,498757426.6,6.264042283,17.12544969,0.0224902,0.690550364,0.421376941
Company 373,64.16644411,77981220.86,9.73648793,7.135075754,0.037817803,0.5878049,0.793835912
Company 374,152.451016,59492378.31,4.703594224,29.31153475,0.039706728,0.958120248,0.464849804
Company 375,60.67829727,334904080.4,8.489140513,17.95026078,0.024729853,0.73649154,0.5375231
Company 376,97.84634454,785112080.1,0.717701279,20.35465611,0.044737379,0.761015672,0.99515941
Company 377,176.7312966,707973253.8,3.419262596,10.91524457,0.013383422,1.641138963,0.3991093
Company 378,53.49079036,788826349.7,0.763463724,17.08745213,0.020529935,0.523757106,0.615400755
Company 379,172.1702724,517751787.4,9.755897021,15.7287373,0.044929846,1.336715189,0.365244202
Company 380,92.27821622,440758799,8.188041682,6.87239605,0.044812836,1.069192071,0.392785646
Company 381,67.72472414,148305074.2,8.54021947,7.654008839,0.034285638,1.259825,0.695640753
Company 382,154.5105748,328864560.9,9.385855791,25.93681299,0.042949027,1.344245356,0.937886976
Company 383,144.341427,434585346.8,0.942524513,10.99549881,0.004438663,0.970051542,0.54235895
Company 384,181.620802,89511829.25,3.917416166,9.873956787,0.043249749,0.94266329,0.768399929
Company 385,160.2606566,221391340.8,0.803245402,17.62278628,0.016030995,1.600102774,0.089206559
Company 386,170.5221396,598627068.8,2.186851705,24.21867828,0.008916576,1.806915482,0.211158037
Company 387,92.30518589,735927451.1,2.370721193,6.548662964,0.011968492,0.788872449,0.502131641
Company 388,76.61593157,998349163.9,4.744161389,19.42019799,0.020898425,0.646428141,0.020011724
Company 389,162.5922127,933180218,2.758765458,7.980261071,0.0125596,1.84669371,0.252854979
Company 390,171.0252109,642922634.3,1.099683257,5.911526271,0.016028379,1.024843195,0.51740129
Company 391,198.5757713,421826805.2,1.758161782,6.318598804,0.006748924,1.326976086,0.014961198
Company 392,111.8926515,636541187.3,1.558028079,25.85410271,0.014808838,1.039314717,0.264546286
Company 393,105.8027129,785865966.5,9.733460299,7.949312091,0.028614191,0.688703505,0.514030819
Company 394,166.4619441,119217854.7,7.616995818,6.12878411,0.022092685,1.383997467,0.573149248
Company 395,101.120531,410494984.8,9.680838506,15.94749718,0.017335938,1.287711278,0.925751693
Company 396,189.6135988,839962483.3,4.453430816,26.0998368,0.037322606,0.804490339,0.645345623
Company 397,178.7619128,384449119,2.855847968,11.56020941,0.044675499,1.177803567,0.414735803
Company 398,114.3491041,572300399,8.003102652,15.54281544,0.037839461,1.695421256,0.930351177
Company 399,162.6306602,588181591.5,3.329913789,5.998063314,0.016600035,1.385639155,0.784882983
Company 400,163.1814311,185291776.9,3.0638954,16.22696285,0.037222108,0.645375991,0.200008921
Company 401,65.46858033,362873206.2,2.401809323,19.44032702,0.007599009,1.322032246,0.130842361
Company 402,185.382936,335176777.5,1.383821884,19.27267634,0.006515899,1.554107449,0.675811636
Company 403,125.7878559,27170511.82,2.638984304,13.3106673,0.017281352,1.689055109,0.559883166
Company 404,173.9686199,25167572.13,3.61766551,12.88832952,0.040385118,1.443676368,0.789673614
Company 405,98.00744015,831865346.6,6.772542661,7.665590473,0.012317412,0.728987247,0.73880505
Company 406,184.3284843,273797739.2,0.719391938,14.16995802,0.00316267,1.5652599,0.625211534
Company 407,108.3802518,518560687.5,2.184018703,7.487366722,0.006585477,1.516012769,0.986382172
Company 408,51.62564772,299426848,8.109334039,24.16489862,0.042937248,0.536640324,0.53358973
Company 409,185.8072965,940738565.9,1.554527043,29.15685744,0.031689164,1.117621501,0.113105757
Company 410,63.69300152,260037462.1,3.492186951,29.25186142,0.012660058,0.99942537,0.828273565
Company 411,97.89704564,430227155.9,8.660123326,26.62677748,0.027764791,1.504118096,0.251853362
Company 412,192.5092951,872857520.2,1.63376058,20.01980373,0.026378981,0.824203718,0.777302148
Company 413,192.591072,842091633.2,0.919094673,22.52164243,0.032771799,1.386307884,0.957107096
Company 414,136.0156832,186915316.4,4.896926151,12.13014507,0.011659378,1.869808943,0.696795514
Company 415,144.7755818,802840666.5,3.093953162,20.7692605,0.043220149,1.696703558,0.596030161
Company 416,117.2668283,458728699.9,5.677742808,16.39123874,0.015468428,1.882186604,0.460386176
Company 417,93.98161575,483485903.2,8.057668416,17.05043349,0.034706583,1.96775895,0.364409866
Company 418,99.29968181,134346492.4,1.457770033,23.94441401,0.000806232,0.516005191,0.353004751
Company 419,150.8777684,81520912.24,5.848920937,12.04795889,0.018632856,1.434111915,0.636372706
Company 420,162.8561794,728211367.7,5.104536728,12.95099029,0.017585491,1.119259097,0.751273117
Company 421,168.7368566,496964691.2,1.526379982,28.11604478,0.027174221,1.789781736,0.678517069
Company 422,168.4427214,437413851.9,6.277585007,6.405607371,0.003636813,0.877722053,0.198410101
Company 423,63.68091546,729778720.4,2.809040137,17.14085746,0.039506569,1.971544234,0.49398718
Company 424,124.1630457,765747386.1,4.929559754,27.82002001,0.01088904,1.420561954,0.791640072
Company 425,58.633814,159749259.5,0.91449601,20.2590752,0.033851891,1.690306103,0.475704078
Company 426,132.4293323,610614924.3,4.649882166,18.66017686,0.040160606,0.628399329,0.53662328
Company 427,116.2295752,136218728.2,3.133988334,11.24360448,0.028093848,0.775186827,0.771136048
Company 428,183.1556274,751623710.9,8.241573991,13.58188723,0.03704416,1.63760551,0.661265306
Company 429,102.6372519,657298201.1,0.664089397,26.3012104,0.033093016,0.532979783,0.409344921
Company 430,67.56005246,956658006.5,4.244212022,18.98045329,0.01777649,1.725316979,0.895412711
Company 431,71.44875231,69889058.34,4.638471099,17.86855484,0.040442927,0.520923528,0.162567069
Company 432,164.2265948,57997666.43,7.277560155,7.489492839,0.014735068,1.485678259,0.995516449
Company 433,142.7327095,282904887.6,5.785446993,5.400703911,0.028560646,1.04764088,0.118852578
Company 434,65.16840142,262443978.1,6.705402138,29.09212972,0.037269887,1.417242279,0.014949971
Company 435,62.61602092,247731820.3,7.792787928,14.42465418,0.018947795,1.54404711,0.890018901
Company 436,155.1453697,906348325.9,8.635809439,20.08032655,0.01513838,1.013712829,0.244953508
Company 437,60.91445095,250296653.6,3.207367418,6.99287683,0.022967301,0.661943672,0.729699627
Company 438,173.2790089,272677776.4,5.426424783,22.07785714,0.040898175,0.604468802,0.811015375
Company 439,155.9363341,759638864.2,8.417069977,28.31416772,0.046496088,1.383404034,0.858986391
Company 440,62.2023171,450290102.6,9.895566197,19.39163132,0.027254171,1.280983031,0.991594236
Company 441,62.72565711,776933846.4,8.906241179,8.152883059,0.03307331,1.613301514,0.29403971
Company 442,197.9959368,66300791.41,3.7775259,19.54303819,0.045163681,1.264603265,0.710243342
Company 443,106.1406194,488083622.5,2.03214852,24.15868033,0.004927343,1.133668685,0.115399858
Company 444,105.5963221,34579986.58,4.94498612,15.16041341,0.011603929,1.097130767,0.406809291
Company 445,171.9199351,63590550.25,7.442250373,26.9959437,0.035445,0.539670354,0.847971693
Company 446,192.0872866,906531015.9,4.9764338,21.21707383,0.041187223,1.003335803,0.367658046
Company 447,197.9001596,140106125.7,4.883490547,27.48122296,0.042851451,1.964030236,0.591095381
Company 448,163.0067278,532888261.6,8.398481169,20.58763278,0.020755359,1.810333364,0.503773444
Company 449,106.4389378,411684507,3.677897413,8.2821993,0.004466995,0.994067101,0.645951531
Company 450,62.5251075,347995982.9,8.611967281,12.74229278,0.021889074,1.381693108,0.972894389
Company 451,166.5720374,899933512.3,4.127367529,10.04487371,0.01153673,1.770945118,0.055735527
Company 452,133.7606375,22801573.38,3.349507746,27.72066244,0.014559823,1.161911505,0.573961518
Company 453,113.6333014,664125896.5,4.594500121,24.01000168,0.038613378,0.526936796,0.863028779
Company 454,185.9531578,963431039.8,7.648224891,21.90995922,0.003776354,0.611765693,0.481382712
Company 455,66.67962235,560608015.3,1.347420076,12.52415799,0.041379061,1.265589082,0.078527186
Company 456,123.8937656,936885639.6,2.044550237,9.601119301,0.021383454,1.954159064,0.560539352
Company 457,51.70304672,53205621.41,9.519303774,23.9112772,0.029803197,1.539814313,0.332073891
Company 458,120.2990963,419374525.8,1.837367111,16.85394865,0.004482612,0.606374287,0.154941785
Company 459,58.44549135,260897633.2,5.720500448,10.6447388,0.016867954,0.784041314,0.849034513
Company 460,67.82268744,731090144,5.83521322,20.41554945,0.004485046,1.656984715,0.521599513
Company 461,67.62893702,981315793.4,4.947282174,6.008346303,0.048077186,1.76215964,0.933276412
Company 462,147.3815453,257273532.4,6.482977961,13.15425635,0.040363082,1.426541879,0.806016505
Company 463,161.9067319,654520426.9,2.375284585,16.71392486,0.022981638,1.466634754,0.692971794
Company 464,137.5053148,198899535.1,5.571356451,8.698958353,0.011180127,0.542506176,0.005025503
Company 465,194.3258823,565764924.3,3.784515227,29.61636194,0.046672755,1.742795389,0.427823457
Company 466,106.2305869,464468554.2,6.65050587,10.22743411,0.01722983,1.682412812,0.197486282
Company 467,92.85681294,972033324.3,1.498113079,8.258828251,0.008049222,0.888552716,0.910797911
Company 468,180.2898692,608918745.4,5.751686427,10.08837185,0.028158219,1.56301508,0.174583985
Company 469,83.53937578,350156865.7,1.934176518,24.22652833,0.047188706,0.82228191,0.286060052
Company 470,194.4833809,114981689.1,2.858566325,15.63764148,0.000191515,0.560495242,0.516836768
Company 471,51.8231712,152095581.9,2.265227023,19.13539849,0.011906242,0.801704814,0.263363619
Company 472,195.481824,226091613,1.910094021,5.525228925,0.046922382,0.767943315,0.209864677
Company 473,56.47398679,251715694.7,8.27453842,5.860782714,0.008554298,1.006621995,0.599099325
Company 474,183.6714671,850765441.8,2.92850492,16.14563875,0.005662173,1.127674246,0.088929523
Company 475,129.1551664,561661565.5,9.27852544,25.41638108,0.028509361,1.262808337,0.058167759
Company 476,198.9447194,523867520.5,9.702272601,27.13097197,0.043092191,1.215130813,0.372245295
Company 477,61.06948471,115654103,5.755478652,7.16766419,0.023855491,0.906011909,0.720664455
Company 478,133.0781427,860279553.7,1.515711114,18.45907755,0.049728213,0.543756003,0.554806758
Company 479,195.3953803,723091488.9,3.808027609,27.83074216,0.033958585,1.407652433,0.422876468
Company 480,128.4646766,68600693.54,7.997549407,14.69931886,0.003703745,1.093617245,0.565751564
Company 481,144.4097957,708127262.1,3.737168214,25.73914579,0.049641607,0.948008236,0.365451485
Company 482,154.3623033,543994679.1,0.961470461,8.34239136,0.020394712,1.800411564,0.936146335
Company 483,118.1811597,82643620.4,5.612170618,28.38486224,0.014370127,1.620114962,0.054904891
Company 484,144.133712,458842340.9,8.46669643,23.78558294,0.027893959,1.786648323,0.673391479
Company 485,137.6471468,485211590.8,7.979671233,28.53335982,0.01521538,1.242474192,0.891282665
Company 486,185.1737016,166608765.6,1.833719087,21.91543084,0.004322875,0.696396878,0.803884709
Company 487,56.81695705,945752448.9,6.760369683,14.0850983,7.14E-05,1.544332154,0.184041035
Company 488,92.14447844,850125396.1,2.282992208,28.45452931,0.022479168,0.80911067,0.295926349
Company 489,192.5617226,669353315,2.260254592,11.88916941,0.041843171,1.161844504,0.717047939
Company 490,183.5395676,462833265.4,8.753310556,13.30431305,0.028615759,0.597501183,0.084270559
Company 491,118.3485129,412353776,2.571722632,22.52021045,0.049960365,1.737962604,0.8118617
Company 492,143.0198897,651322493.7,2.706148731,24.13290749,0.014342332,0.688910962,0.718906945
Company 493,91.60717745,545886437.5,0.106468569,28.2350871,0.014022753,1.854646261,0.729606649
Company 494,78.21817396,63210832.78,8.719623438,10.12006023,0.007987473,1.796345903,0.10024137
Company 495,119.5547607,512990146.1,7.946688651,24.94995088,0.008203179,1.196874147,0.717760545
Company 496,103.0028342,806597213.6,6.310556457,23.46365133,0.01425933,1.616552306,0.679818125
Company 497,137.5484168,459780637.7,7.527631063,6.594863906,0.039642002,1.429167611,0.830922491
Company 498,61.66019554,52904620.98,1.605280818,14.68057853,0.04528784,1.704613464,0.041595956
Company 499,196.1592211,786491921.2,4.637403586,12.06913643,0.048754358,1.147707651,0.023110668
Company 500,197.9316117,202162418.4,3.577071935,12.61226061,0.011614483,1.678712726,0.3730071
Company 501,154.7242571,259362214.1,1.02838761,29.57367199,0.044064877,1.193685226,0.148788284
Company 502,130.414455,165541647.1,4.912691804,21.06943534,0.016412754,1.911448682,0.558384478
Company 503,96.42914244,330884849.8,9.215322538,22.94190394,0.005642027,1.229558151,0.917348902
Company 504,172.069253,756994754.2,0.496585279,29.41544093,0.043501246,1.193928908,0.39147973
Company 505,152.7096759,519866473.6,2.985463044,14.43004456,0.031805282,1.677607792,0.844950377
Company 506,74.3925409,205676392.9,2.154655268,25.04600421,0.008236545,1.732366538,0.000240875
Company 507,186.6390777,877952248.1,2.457651871,15.86327408,0.021491563,1.331733671,0.168514643
Company 508,173.3805864,879702273.1,9.093502064,26.7383418,0.014362885,0.76969672,0.03042354
Company 509,192.469987,870707846.6,4.733883637,9.516438533,0.036839728,1.201637346,0.328147181
Company 510,158.8579263,239557415.2,4.716364188,28.69215443,0.022670812,1.952108754,0.908189596
Company 511,142.0122794,451788104.8,7.62969886,10.46929271,0.049463997,1.62947929,0.096952124
Company 512,112.7364554,985004666.5,1.62947282,13.15551267,0.002737249,1.716743906,0.606409777
Company 513,189.9092725,772240463.8,4.923927006,23.90480585,0.017750763,0.549238248,0.451495939
Company 514,179.9095834,28140253.8,4.35685362,14.84387854,0.024095008,1.201789194,0.938468212
Company 515,56.78280052,66139386.67,6.009415836,20.20528442,0.025156678,1.4699317,0.122519143
Company 516,53.95504617,464467445.4,9.995621262,16.11433753,0.015796791,1.745049025,0.212027851
Company 517,106.469505,909310985.7,7.717544051,23.55924843,0.036462012,0.57391048,0.029541969
Company 518,171.5829996,539163096.2,4.03887046,10.70828131,0.043737354,1.778658328,0.43393525
Company 519,198.0914194,498314695.5,8.292775218,6.461449681,0.046935965,1.322601405,0.2778329
Company 520,72.56253367,106368226.3,1.790012797,12.49823494,0.040254669,0.795970956,0.869905934
Company 521,139.1196073,657123324.6,0.401590494,16.85771662,0.04252901,0.975882825,0.604940813
Company 522,107.1336285,822281057.4,2.124038887,9.200501305,0.027527265,0.922894328,0.614090738
Company 523,195.4871597,381039587.5,3.470074406,13.86993224,0.041294411,1.296288551,0.531910697
Company 524,176.3178385,775836239.1,5.154749499,14.99957546,0.015175195,0.57752852,0.091850337
Company 525,175.7493057,964512177.2,6.189778491,6.434796092,0.019923938,0.737804238,0.445018684
Company 526,120.303974,204562692.7,9.1149966,19.5826812,0.015845651,1.719039565,0.99950519
Company 527,112.2229254,523806301.6,5.147554695,27.1085857,0.023369367,0.698905986,0.835229291
Company 528,91.01106079,287850820.1,5.062628882,8.793572824,0.014278981,0.850094404,0.893459054
Company 529,58.4563245,793061564.6,0.597405797,19.94520034,0.048080572,1.180055908,0.823226359
Company 530,179.7083564,578015772.5,0.445624371,21.61848012,0.015642231,1.275681332,0.103041693
Company 531,171.9351514,634947835.1,5.556483623,15.48336701,0.004902227,1.645415719,0.227448254
Company 532,199.957651,798116245.5,4.437968271,22.52743968,0.026340858,1.17099864,0.003121651
Company 533,199.4955256,396574502.2,8.40788591,15.26828859,0.002854954,1.684796932,0.303510125
Company 534,133.3147558,915174978.3,1.690727889,17.6159322,0.005527158,1.427519461,0.108607402
Company 535,165.3481123,533495838.4,0.347219455,5.183826114,0.010969469,0.669649609,0.472793345
Company 536,191.7148595,158796868,4.545483803,22.29300285,0.023217512,0.734497158,0.677127489
Company 537,177.4471086,696203219.1,2.451037712,21.53356697,0.021662547,1.155550588,0.874505295
Company 538,87.10221526,793468089.1,0.591182296,5.960021933,0.039984593,1.09533409,0.749217165
Company 539,117.5816203,317444915.4,7.27352304,14.20625268,0.036973733,1.615316404,0.938585596
Company 540,69.37391227,857322077.7,1.2047707,29.47579602,0.021315915,1.37110571,0.05389829
Company 541,193.1076541,906237111.5,6.12236305,15.51841406,0.01668521,1.082199622,0.012179835
Company 542,140.9261952,277627582.9,2.882392527,17.54863513,0.015823439,0.756140425,0.661338114
Company 543,84.29642083,983537951.2,1.817610899,27.74825395,0.038699754,0.840255653,0.28935241
Company 544,150.7551027,141570816.5,3.859540077,22.9315469,0.00260362,1.363251528,0.253501016
Company 545,142.7192361,202813652.7,8.034313185,19.55175328,0.000641082,1.135158207,0.330887088
Company 546,103.7244077,185040614.4,3.981726411,24.94511703,0.03977722,1.272391263,0.269796058
Company 547,67.03363883,894095720.3,7.532619527,26.60915666,0.023857319,0.756016153,0.511436406
Company 548,150.7359793,654638259.8,1.342314338,16.42220179,0.006544057,1.494359379,0.440148447
Company 549,128.0461551,152952178.9,7.750437055,16.87770912,0.011778297,1.778808111,0.512428551
Company 550,165.8477588,440883094.9,2.445639917,14.65127339,0.046625198,0.88690926,0.672713612
Company 551,128.0245252,615682727,6.806191986,29.1676535,0.042975149,1.237271339,0.387130509
Company 552,177.827225,84380620.9,5.701237393,22.42915636,0.035489253,1.963290994,0.251307687
Company 553,132.7860258,882533952,9.2985327,7.080576655,0.024111262,0.999862611,0.166200537
Company 554,134.1406957,803799931.9,3.934492928,26.57399058,0.026016181,1.392569517,0.34947412
Company 555,181.4980404,505701566.8,0.755035369,17.01399852,0.048762227,0.63529355,0.741806475
Company 556,110.5224299,967159488.6,0.289639307,6.718847661,0.048288522,1.409022504,0.75670491
Company 557,70.10228427,418343218.3,8.285899754,18.74293138,0.010763452,0.63444766,0.666905387
Company 558,54.31740145,984126208.7,5.294882813,15.42910697,0.040555228,1.938853153,0.234028175
Company 559,163.2705884,668252078.8,7.774916113,26.94373512,0.009862133,1.573493978,0.588086246
Company 560,143.0464327,635036602,2.42081344,10.09986509,0.010676874,1.682239682,0.570689662
Company 561,155.6119652,166788940.4,3.516329081,25.66161524,0.033804652,1.556156541,0.484266198
Company 562,81.94462423,882045830.5,0.398028335,18.94221728,0.020250055,1.384593554,0.549978986
Company 563,70.45572134,428062198.2,9.618774013,6.36525758,0.04657722,1.174869172,0.491790633
Company 564,52.18169985,163071172.4,6.711892276,29.29613253,0.004450487,1.78756007,0.565456366
Company 565,102.5881338,13594912.46,9.338730369,17.8153811,0.025576282,1.935253501,0.715505955
Company 566,138.487653,560195928,2.728414434,12.27192136,0.045926077,1.248554259,0.109628194
Company 567,108.8366068,527872222.5,6.153489751,16.73517105,0.045205683,1.897302574,0.749625752
Company 568,115.6212383,719634268.7,6.817149686,26.44644459,0.007826461,1.374999365,0.13588615
Company 569,185.6238042,890367795,3.243742033,12.62257811,0.018331885,1.30757628,0.066627998
Company 570,102.2383201,80327178.06,8.496281427,9.816909912,0.03095607,1.181724099,0.976079686
Company 571,127.0984234,731764993.9,9.476898483,8.226781173,0.007969744,0.813931642,0.956991769
Company 572,167.5479519,188224532.2,8.860065665,12.44648496,0.048401109,0.505579491,0.060436545
Company 573,109.4814173,858318876.1,7.416763062,24.50120218,0.045737466,0.86225934,0.443253441
Company 574,143.313005,819244450.3,2.846900329,16.79065913,0.008347509,1.264584757,0.186244938
Company 575,179.3545563,541252961.2,2.887998817,10.68704009,0.006057773,1.069939928,0.485344897
Company 576,192.4280935,710532555.8,9.637267172,9.15462499,0.004270424,1.172727842,0.830177243
Company 577,72.06102214,315035763.1,0.20181651,13.31823691,0.045472183,1.970972329,0.950611775
Company 578,188.9881438,471696731,7.188894735,28.49810932,0.00968119,1.025408556,0.634252653
Company 579,123.817444,821815260.8,7.091837009,13.57566781,0.020814246,1.178274409,0.353905667
Company 580,88.73665824,459805932,6.264626455,29.7031019,0.022442568,0.700273327,0.603325566
Company 581,118.8703634,358440467.1,9.902077576,17.13076139,0.029950552,0.571936599,0.312001306
Company 582,197.0048863,494718234.8,3.187606414,9.479097957,0.003586767,1.663114272,0.909823641
Company 583,123.8927141,828421003.2,3.465721452,27.27850229,0.011337931,1.356024763,0.870400463
Company 584,99.31274154,335872839.3,0.881500089,16.50888433,0.046574519,1.641057209,0.55823175
Company 585,145.0101281,174587831.5,4.483701552,22.74178359,0.045420505,0.724794198,0.324798915
Company 586,86.02184282,712302006.3,2.68438041,29.59278958,0.039064532,1.357743157,0.293389676
Company 587,61.37949922,826152234.5,3.499528352,6.254383758,0.000970062,0.880463712,0.033417995
Company 588,69.33195829,101536841,8.362260724,7.417363995,0.016350338,0.842092725,0.815820851
Company 589,69.20687584,240634238.6,9.361296684,23.01141854,0.031397937,0.517289021,0.450383213
Company 590,72.78540403,142830017.8,1.938757413,12.04562508,0.013759511,0.695511085,0.325132928
Company 591,70.8240759,348593470.2,3.787838422,9.607534924,0.045479335,0.963902167,0.471110355
Company 592,146.1312117,450900627.9,9.293442565,5.984046995,0.031694473,0.675318141,0.81873799
Company 593,77.28201266,749077510.6,0.711903761,5.5461678,0.003595336,1.978787661,0.124614208
