Car Model,MPG,Engine Displacement,Horsepower,Weight,Acceleration,Number of Cylinders,Origin,Curb Weight
BMW,16.75740252,2.801180536,491.6127363,4942.082823,11.34314703,8,USA,3366.267321
Audi,21.14361356,4.350485332,268.294625,4655.166496,13.48627346,8,Germany,3169.900647
BMW,17.08041937,4.767117866,300.7781621,2453.548382,10.48177227,4,Japan,3868.077817
Nissan,13.54810135,2.226455871,463.9720633,4882.465163,19.04219503,8,USA,3850.542081
BMW,14.82543484,2.983764033,386.9047503,4001.220625,5.823573364,4,USA,3123.545919
Audi,28.43115072,5.107760787,332.8280524,5576.398144,15.10087219,6,Japan,3812.091043
BMW,18.25334874,4.726774079,419.1218725,5679.483737,18.36923997,6,Germany,2596.0389
Ford,24.57079444,5.439433611,445.7465066,2220.626362,17.05827063,8,Germany,3828.578718
Chevrolet,30.13669083,4.516993039,282.7552287,5282.566241,7.760615522,6,USA,2965.875293
Toyota,37.61579315,3.072780804,290.043346,2150.789562,9.438895235,6,Japan,3347.683427
Audi,11.57248559,3.862551336,254.4203743,3468.678503,15.75571908,4,Germany,2904.532875
Chevrolet,41.97641596,4.144057017,486.682456,4169.199902,6.264058388,4,Japan,3977.199336
Toyota,35.11601558,1.813823265,378.8665017,2592.403195,17.1779255,8,Japan,2607.669975
Mercedes,13.27036128,3.677987836,133.2892265,4985.25525,15.78360417,4,USA,3170.43293
Ford,44.94314496,4.337283314,445.1838493,2033.418817,15.94409974,8,Japan,3431.482232
Nissan,46.83489602,2.169285216,292.2239763,2674.396194,6.503620554,8,Japan,3423.418379
Mercedes,12.44311839,4.62252687,127.5015626,4323.187319,15.76640817,4,Japan,3608.137585
Audi,21.07510593,3.835091122,319.8869021,4857.550248,15.19727188,6,Germany,3586.622989
Mercedes,42.24805119,5.308887143,266.8657116,5666.572411,17.46383736,6,USA,3689.714058
Toyota,39.93038762,1.669689193,451.0997619,4821.986608,5.623939344,6,USA,2851.431114
Toyota,17.38084077,2.56130455,181.5978414,4687.117081,5.346660027,6,Japan,3055.75974
Toyota,18.37397293,3.906215517,430.5858438,3577.364585,10.5951065,8,Japan,3073.049674
Ford,24.81888411,2.686239649,323.0754765,2005.137702,7.231824258,6,Germany,3933.759491
Mercedes,29.38091941,4.357696656,121.8441213,2480.637035,13.37576716,8,USA,3113.967786
Chevrolet,34.73019086,4.53602113,488.7381205,4138.218179,18.76023352,4,Germany,2832.803816
Ford,24.75654558,1.910063856,305.0460976,4700.519543,10.87219596,4,USA,3448.51664
Toyota,28.50138865,3.555417857,216.3507417,3669.793136,17.67425566,8,Germany,3140.900372
BMW,39.89883753,3.535562222,287.7627368,4922.716046,5.003613118,6,Japan,2875.120095
Toyota,11.46732812,2.977123081,443.1431134,4087.449181,7.527719652,8,Germany,3572.703212
BMW,20.09747777,5.23169945,221.9612498,2296.704782,5.456353095,6,Japan,2787.88793
Nissan,38.53398344,4.810025279,177.0705586,2768.065004,9.922207708,6,USA,3450.031061
Ford,45.80827351,4.288837528,151.6284988,5359.992893,18.62284394,8,USA,3145.796065
BMW,30.46709768,4.357306543,219.1437594,4899.650986,6.454281854,8,Japan,2978.750746
Ford,31.28453941,3.346864575,412.0192348,5579.047948,14.09614665,6,USA,3918.973401
Honda,14.28688045,5.183978084,288.6505461,2470.228996,11.77243909,8,Germany,2986.611262
Chevrolet,27.89649467,4.278381709,190.9926415,5960.890138,19.07702319,6,Japan,3021.261061
Honda,31.30469066,4.415924247,166.4739998,2837.626856,6.837787138,8,USA,3805.957546
BMW,19.69882015,4.946763615,233.0917906,2047.119505,8.180417758,4,Germany,2693.565044
Honda,20.76972924,2.596286357,475.9697492,5989.691756,5.443129529,6,Germany,2662.103124
Mercedes,25.09136652,4.728283615,237.210685,3124.295542,11.50902874,4,USA,2924.061676
Audi,10.80284791,2.280962412,495.2496304,4672.07781,9.167493493,8,USA,3387.453885
Chevrolet,22.88316662,2.881367809,294.0921823,2706.729257,18.04858901,4,Germany,3076.45024
BMW,18.45792028,2.842441817,171.6655673,4320.914129,14.0741122,8,Japan,3412.831721
Nissan,23.09989409,5.414101874,456.4560367,5616.139946,14.21136107,6,USA,2739.625947
Mercedes,14.79048527,4.926148895,284.1421493,3280.72467,12.97866045,8,USA,2892.176273
Nissan,45.62109123,4.304679446,383.8685374,4681.015904,6.377755058,8,Japan,3347.743501
Chevrolet,33.74369814,4.408227046,493.4846333,2751.614355,11.67528026,6,Japan,2825.723803
Chevrolet,37.16409277,3.748291178,120.0701401,4499.181595,19.99257785,8,USA,3134.206946
BMW,41.56684954,5.288362668,138.6778239,3345.801407,17.52843936,6,Japan,3358.971815
Ford,29.93768796,3.485035012,388.1826966,2844.833034,18.40188581,8,Germany,3960.476353
Audi,13.47681152,3.022070839,212.7300013,3252.728203,17.34839539,6,Germany,2619.829987
BMW,31.48426167,2.152141348,173.7205588,2715.364274,6.545625401,4,Germany,3190.620968
Mercedes,33.47364472,4.644822609,115.7447519,5607.664431,8.411723811,8,USA,3094.406441
Ford,39.81757897,4.437775728,108.7386848,3588.747545,5.04682477,8,Japan,3736.361874
Ford,27.26638185,3.037420154,409.7942412,2981.11722,9.552651873,8,Germany,3850.445679
Ford,15.10321211,1.600773656,153.7733709,3793.631364,6.629111035,6,Japan,3860.519753
BMW,21.35103623,4.855989311,287.0882464,3282.144667,12.09190018,8,Germany,3062.70897
Toyota,24.52329186,1.545671934,342.3587261,4977.677015,15.15691233,6,Japan,2956.98272
Toyota,35.83668965,4.314799119,271.3407202,5884.879648,18.11757943,8,Germany,3173.705876
Nissan,32.83113219,5.381028439,110.8426609,3752.134627,16.23825748,4,Germany,3015.979459
Toyota,24.24386904,3.250645313,413.400601,5444.1336,19.07878394,8,Germany,3578.276471
Toyota,49.46060995,2.43989362,104.2052898,4263.452294,5.808474356,4,Germany,2820.356573
Ford,34.23099277,4.31948404,404.7559578,2628.94266,5.182697531,6,Germany,3488.026126
Ford,19.48907167,4.768512568,457.3217975,4762.490968,14.92007171,4,Germany,3890.4813
Chevrolet,14.0712989,3.685721264,273.1359684,4053.737989,9.340286153,8,Germany,2919.870355
Ford,16.11436557,5.368141101,314.2169892,4602.426093,8.802515242,8,Germany,3515.335925
BMW,19.83830914,1.706674887,290.793357,5558.74965,9.963306315,6,Germany,2715.341682
Chevrolet,16.42725493,3.519182393,255.6834474,3761.738283,9.046940868,8,Japan,2682.075913
Audi,17.46268096,4.373815789,454.9698141,5604.710493,12.67154609,8,Japan,2673.466717
Chevrolet,21.40380675,4.950561885,457.5734043,5002.676057,11.60222671,6,USA,2707.792255
Mercedes,16.93494381,2.217022448,234.3265459,3954.419704,12.68642827,6,Germany,2824.247305
Toyota,45.87061699,4.700013927,346.0279016,4412.888543,15.09070417,4,Japan,3344.245743
Mercedes,13.20934983,3.710828303,470.7630249,3302.32453,10.80695763,6,Japan,3650.478473
Ford,30.98045558,3.086214728,484.8233996,5934.389199,8.769615307,8,Japan,2690.285536
Toyota,26.41587308,2.026860114,303.5836162,4669.404652,7.493008052,6,Japan,3805.022411
Ford,49.29514468,4.961183036,281.1299221,2175.38741,10.24211179,8,Japan,3764.074427
Toyota,14.48155609,2.129092833,211.4777264,3306.487623,16.12709713,4,Japan,3591.08204
Audi,25.91422396,2.739151437,483.5487493,4493.257735,16.35057365,6,USA,3138.948699
Toyota,48.77881733,2.660182128,157.1257218,2225.333111,15.0035808,8,Japan,2502.335852
Toyota,44.62028504,4.985656137,331.9318304,2095.536765,8.51042263,6,USA,3602.147412
BMW,42.68288284,4.190811977,213.020107,3800.096958,13.82129369,6,USA,3818.479217
Audi,20.31611308,4.686725589,211.6033161,3330.760719,13.56034492,6,Germany,3002.929564
Mercedes,16.8355035,2.501871595,261.987435,3753.194432,12.26399297,6,Germany,3576.981342
Nissan,36.7457288,3.999496398,499.5171743,3050.77324,13.2496848,4,Germany,2593.071422
Audi,47.17503957,3.786983933,121.9865227,2658.870988,12.37685949,8,Japan,3564.242307
Toyota,32.27051572,4.831321507,331.4167273,4756.573428,13.48184549,6,Germany,2602.462781
Honda,32.86450758,5.124348242,133.0288632,4058.284465,15.73258932,8,Japan,3380.779504
Honda,21.19916375,1.548627086,161.808332,2800.616845,6.644422916,4,Japan,3396.329929
Honda,40.77971733,4.196079676,275.8251767,3278.357705,16.24438628,8,Germany,2953.234832
BMW,17.48174994,1.707343196,304.1840525,4367.231631,7.038292252,8,Germany,2618.684091
Chevrolet,22.94716946,3.69543466,203.5169633,2288.917393,5.999419976,4,USA,3924.002162
Mercedes,27.01745754,2.650530916,226.5828523,2589.812037,19.64119529,6,USA,3303.366106
Toyota,30.30441515,2.727106398,134.7868081,2292.982416,19.35487653,8,Japan,3369.637188
Audi,19.6963893,2.911834014,221.2879135,5249.269331,5.906548174,8,Japan,3422.531334
Honda,14.59347299,3.985169796,486.6233758,5009.636933,11.64880162,6,Germany,3836.57189
BMW,34.4248017,2.836199863,477.8829527,5013.251728,7.793674074,6,Germany,2590.383467
Chevrolet,21.54522213,4.430796202,233.9513161,4865.301374,12.28017346,8,USA,3839.931652
Mercedes,33.24952886,3.118109542,328.3415745,4677.541695,17.45265864,4,Germany,2859.514763
Honda,16.17450861,1.773412801,463.8381564,3907.967662,19.25917662,6,Japan,2616.925374
Ford,29.24560407,4.63503937,102.4735291,4569.112654,14.5137898,6,Germany,3485.898778
Nissan,31.3035773,2.643033298,424.2734281,2153.446219,10.30858501,4,USA,3965.463466
Toyota,12.07294147,3.231067518,479.3478211,4485.857691,14.04988348,8,Japan,2585.863099
Nissan,23.46417113,4.241775533,136.5302937,5111.510822,9.680019592,6,USA,3139.182727
Nissan,15.37658708,2.829824629,164.5790744,4001.433442,18.64735461,8,USA,3294.676788
Ford,12.53499882,1.726342625,484.2985211,3430.053314,18.05600695,8,Japan,2878.178446
Ford,49.5984093,2.995684188,315.0160575,3109.706939,13.37347625,8,USA,3974.308224
Ford,22.8941538,5.277794331,105.6786538,4571.208201,9.871983731,4,Germany,3461.444822
Chevrolet,42.39497783,4.066937589,203.0527995,4771.204795,9.400845134,8,Germany,3766.526009
Honda,20.18562619,4.185916595,279.9774697,5483.870399,5.501269921,8,USA,3123.666523
Audi,37.26010889,4.029128615,377.1635644,3369.33633,17.23731277,6,Germany,3030.933831
Toyota,40.4091144,2.295968556,393.2641513,5079.08923,11.7557482,6,USA,3329.736842
Ford,33.82554962,3.173335456,498.1686052,4245.423297,9.876993926,4,Germany,3152.917664
BMW,28.86304754,4.503759193,215.0044798,5531.345963,12.06665532,4,USA,3572.422083
Mercedes,26.47363657,1.90549159,315.2880407,4111.248433,17.28106986,6,Germany,2898.727135
Toyota,23.95473066,2.611411104,313.3294191,4070.519314,6.869213116,6,Japan,3174.386547
Mercedes,47.18116577,2.605276434,262.2581038,4311.508326,17.86483982,4,Japan,3842.699121
Audi,43.22477631,3.22807571,167.6647575,4997.261421,18.46263253,8,Germany,3634.161851
Toyota,48.60107643,5.421474964,490.9826253,5858.761915,19.20061873,4,USA,2752.105248
Toyota,14.97188894,1.770010187,441.3268747,2294.253417,10.96231989,8,Germany,3830.297244
Ford,39.23469901,3.574803978,299.3332113,2213.73841,8.257106061,6,USA,3383.524886
Ford,47.53361827,2.217458728,341.2981691,5750.20135,10.60461228,6,Germany,3518.930775
Honda,17.24932265,5.382706182,190.9044214,4119.502502,9.993681443,6,Germany,2941.384849
Audi,12.65985069,1.953214019,317.5148282,4459.612058,7.642308688,8,Japan,3162.316395
Ford,39.64482597,3.114404009,377.9880532,3929.694406,14.10900005,4,USA,3710.218718
Ford,32.97892453,4.451539939,306.0668114,2374.62981,12.14936241,8,USA,2996.014328
Toyota,43.67315107,4.318217712,496.1140682,5072.357514,17.98551488,4,USA,2747.592423
Honda,15.59089507,3.190914548,344.5366625,4988.89858,5.481643707,4,USA,3067.457369
Nissan,41.81069247,2.886096672,248.389485,3246.813286,14.65801891,4,USA,2603.828001
Ford,18.0650928,3.090449514,408.860811,3224.956981,16.44423318,6,Japan,3576.784688
BMW,16.54623771,2.557105053,168.1850046,5351.365524,16.39229854,4,Germany,2721.618863
Ford,16.57063192,2.321331755,253.8063255,2289.429031,18.29110951,6,USA,2927.688861
Nissan,42.58298881,3.43215879,238.7835802,5524.420593,15.93550614,4,USA,3821.621508
Toyota,36.60788883,2.574135024,272.722838,3026.64676,18.91715092,4,Germany,3310.746487
Audi,30.92261699,2.64984666,412.7119304,4371.938991,9.989848997,6,Japan,2982.007661
Honda,24.35321936,4.127024254,293.6692129,5743.976716,12.54814125,6,Japan,3321.500335
Toyota,45.08802163,5.374149327,417.6057801,4712.490006,5.211194949,8,Japan,2827.416489
Audi,25.6978043,3.914548802,330.5955613,3657.71925,5.10436381,4,Germany,2537.759695
Chevrolet,42.66397758,1.807917868,236.8277739,4758.136836,8.601899307,6,Germany,3405.598718
Ford,27.56539634,1.802334455,423.9914975,3375.918545,6.512107957,8,Japan,3571.188899
Audi,25.07777718,5.305692883,195.3158682,3109.033665,8.903170519,8,Japan,3819.672648
BMW,28.50719143,2.689163161,189.7531919,5986.733112,7.655649418,6,Germany,3657.825042
Audi,22.05511497,1.868267944,301.8011696,5003.160925,5.427800373,4,Japan,3890.016551
Chevrolet,39.90437521,3.896178349,204.3396984,4578.87991,18.6395622,8,USA,3978.930213
Ford,30.1088156,3.994595113,103.634814,3421.158573,5.123346971,4,Germany,3617.403172
Chevrolet,19.28850781,4.09401928,359.3190109,2196.643317,16.04123217,4,Japan,3801.884951
Nissan,45.98298293,2.569608111,304.4375286,2124.227504,7.282218304,8,USA,3510.597255
Ford,25.35564885,1.560442737,278.2071258,4216.725022,18.68344433,6,Germany,2756.406687
BMW,31.74211444,5.360061478,486.7874058,5048.130884,18.39193909,4,Germany,2772.553639
Ford,46.25888444,2.503572183,328.4796736,4149.516762,14.8085172,6,USA,2665.389184
Chevrolet,34.96951984,4.204105152,445.3726311,5363.140288,15.08351225,8,Germany,3914.46208
Mercedes,14.67592163,4.32651948,155.7800945,2133.706132,5.08008713,4,Japan,3509.127547
Honda,47.59328494,3.940029668,327.6825853,3467.008306,19.77307349,6,Germany,3684.864626
Chevrolet,35.10832212,2.751629577,447.1918507,2948.281565,18.16748905,6,Japan,2996.736005
Ford,23.39622459,2.584385015,333.2423029,3789.091873,18.42659339,4,USA,3190.632565
Mercedes,15.57088291,3.890673131,387.2056713,2289.505573,14.88866806,6,USA,2559.669298
Ford,41.76100757,4.964382534,248.8174271,5816.526566,10.17180393,6,Germany,3833.511101
Audi,34.80291024,5.286934916,136.9798068,2893.021604,18.40472974,8,USA,3779.505144
Mercedes,31.33844368,1.923623218,283.1601181,5689.231102,9.372753922,8,USA,3677.217002
Honda,45.75570332,2.11931445,257.7917563,3703.57262,13.44067315,6,Germany,2587.453102
Toyota,41.54388845,5.278945035,446.824073,5942.096533,6.495964585,6,Japan,2761.374603
Honda,16.06699519,4.446140913,197.5981209,4216.233534,18.82933445,4,Germany,3001.255987
Toyota,22.46888271,5.031975299,486.693691,5723.331457,7.111556867,8,Germany,2894.594013
BMW,19.93956559,2.310530537,483.2552479,2021.395955,8.373452086,4,Japan,3757.689758
Ford,39.7578517,3.850343484,199.0526572,4992.955225,13.37201237,6,Japan,2792.253637
Audi,11.34129739,4.304558378,239.2207822,5612.202612,16.461395,4,Japan,3298.186698
Mercedes,32.79558739,4.220447542,458.2222963,2558.882268,14.29026959,6,Germany,3357.071647
Nissan,40.49834743,3.132606763,486.6488884,2384.503407,8.482008692,8,Japan,3137.517771
Nissan,45.07062547,1.561579567,277.3756411,3698.290429,5.014145638,8,USA,2861.031898
Chevrolet,23.68326995,3.831704227,228.3988183,5734.715625,16.3572587,6,Japan,3940.441436
Honda,42.85029219,2.512406157,310.4376053,4169.546241,19.77810989,8,USA,3120.098863
Mercedes,14.42526948,3.301016985,375.1076825,4109.825855,17.1486968,6,Japan,3590.964993
Honda,43.85809167,5.33032406,209.3898061,2564.504473,11.90309927,4,USA,2776.069731
Mercedes,15.09954649,3.096141271,394.5892698,2003.158044,18.55650892,6,USA,3734.216753
Nissan,25.89149162,4.859206427,120.6629428,5240.560363,11.1477151,4,USA,2823.837735
Toyota,41.89181463,2.254162423,119.7177971,2350.298252,12.87401126,6,USA,3512.959935
Honda,15.99669709,4.189841992,254.5150821,4535.399275,12.15694651,8,USA,3259.744002
Toyota,19.17005581,5.408027818,241.3892768,5658.465818,11.71435809,6,Japan,2719.835711
Toyota,38.89010274,1.907572403,226.2532861,2834.607653,16.62786154,6,Germany,2537.423794
Toyota,38.80146146,1.533279769,296.4079051,4661.091345,12.90153361,6,Germany,3896.122398
Toyota,35.64590532,3.234331171,228.2934329,2314.794307,9.75075683,8,Germany,2688.53577
Audi,37.75793778,1.870501932,176.9031674,4415.020575,8.872372515,6,Germany,3557.427143
Chevrolet,31.70897773,4.493537399,223.7878196,2655.726884,5.566209755,8,Germany,3479.027438
Chevrolet,20.07196236,5.158194655,489.9617091,4943.814242,13.74792743,6,USA,3012.580064
Audi,23.82783974,3.236083891,264.4453668,3204.925179,8.449421231,4,Japan,2778.074349
Nissan,17.26390867,2.534846569,277.8851107,3853.564035,7.22200883,6,USA,2767.492374
Mercedes,46.33802245,3.237613276,330.617996,4397.722168,14.80744946,4,Japan,3377.99178
Chevrolet,33.33567179,4.393791271,493.3363074,2685.093643,15.21813887,8,Japan,3320.381942
Mercedes,26.03405667,1.536216646,196.6405106,4966.551274,16.28232338,8,Japan,3813.902531
BMW,28.48023215,3.857815958,372.5128442,3210.561363,12.55365345,6,Japan,3460.004618
Audi,47.89133358,3.95316674,386.3938774,4649.48744,18.41081908,8,Germany,3728.912464
Honda,16.13405612,4.050752988,342.9297667,2633.132203,19.0451413,6,Japan,2548.619594
BMW,33.44919328,2.46808832,135.4313359,4752.470637,17.1105641,8,Japan,3506.489721
Audi,30.23554716,4.356210894,370.7489103,2512.752291,14.53390223,4,Germany,2850.562958
Chevrolet,34.45816942,1.865565945,125.6378844,3701.425985,9.555814304,8,USA,2879.25844
Honda,10.72440735,2.297081346,338.4570598,2988.824295,19.74417382,4,USA,3580.864794
Mercedes,44.88495636,5.009880187,395.8324709,4993.500998,9.112042508,6,USA,3690.149438
Honda,47.2847313,4.454892603,184.3879562,3048.140018,8.03985383,6,USA,3057.603213
Mercedes,32.60532734,1.554982216,436.648803,5526.869226,11.63231171,6,Japan,3685.115225
Toyota,37.86603296,2.493505041,112.1415222,5567.280846,5.852608561,4,Germany,3165.617013
Nissan,46.89997525,2.357625932,437.5251455,2785.765261,19.67741697,6,Germany,3786.468023
Toyota,38.28954537,2.583225312,284.1316203,4455.38378,13.82650335,6,USA,2537.355658
Audi,16.10156172,2.490239081,187.035176,2350.870567,13.35428137,4,Germany,2625.242606
Toyota,33.05153441,1.750105183,153.511258,3566.148398,14.8369442,8,Japan,3664.527711
BMW,34.26860186,3.335762066,481.322867,4853.286918,12.45535472,6,USA,3436.134442
Mercedes,26.96522685,4.430933899,129.066235,4637.692987,5.480952756,8,Japan,3338.53038
Mercedes,39.45776942,3.926926899,179.637368,4498.802678,14.18466933,8,Japan,3420.968211
Chevrolet,47.37468059,4.191486674,239.128939,3130.163455,15.74260815,6,Japan,3895.285941
Mercedes,47.02274052,1.824596714,348.0939396,3512.099798,11.25123591,6,Japan,3483.305547
BMW,28.03357486,5.305962841,317.9204341,2411.784579,16.35943358,4,Japan,3471.214175
Chevrolet,14.52952183,4.853967335,150.257397,4876.091282,8.40501949,4,USA,3639.20632
BMW,49.39364796,4.720361274,215.8911935,4015.555187,8.319148866,6,Japan,3799.931058
Honda,43.55592346,4.79193522,195.5007084,4835.062529,7.421254815,8,USA,2892.868717
Chevrolet,14.98650725,5.230842033,185.4171418,2995.774099,10.5799214,4,Germany,3425.123289
Mercedes,46.8336753,3.677015864,264.4577346,3297.752915,17.70518053,4,Japan,3375.962445
Chevrolet,44.79585448,2.301128071,381.612581,3336.861349,17.41868093,6,Japan,2702.274222
BMW,30.75352229,3.967134431,186.9811729,2102.969639,10.74236312,6,Germany,3280.475461
Ford,33.65101743,4.471525975,246.6715519,3364.191491,13.83678104,6,USA,2604.325772
Honda,25.96010815,4.451669573,256.3669707,5213.218294,15.81224475,6,Japan,2777.439381
Audi,12.19046555,3.585796097,490.5826118,5589.193983,8.618101619,4,Germany,3869.444623
Mercedes,23.40788967,1.773834877,481.8665428,4072.873263,7.522116288,4,Germany,2678.864772
Honda,42.11413794,2.984451754,420.0550331,3822.006781,19.5814399,4,Japan,3368.37445
Mercedes,10.18528092,5.183066434,196.6635683,2123.298475,14.2633597,8,USA,2985.221044
Audi,23.33996687,3.837795639,127.2149256,5516.81735,19.72123583,4,USA,3332.969936
Ford,25.92674774,3.653327773,226.7616551,2052.040854,10.06633981,4,Japan,2852.460314
BMW,31.49582412,2.575414058,206.7178198,5779.000321,15.5454755,6,Germany,3166.569182
BMW,46.79422466,2.97379568,302.3703201,3956.864995,8.339054548,4,Japan,3801.00015
Honda,23.85383977,5.081384357,411.091164,3367.737974,8.918002569,4,USA,3064.325467
BMW,23.87812808,4.16585219,443.3291756,5696.873739,12.67853182,4,Germany,3029.546407
Nissan,39.50004992,4.649548107,437.9456342,2097.563972,9.794271883,6,Japan,3169.177119
Nissan,28.08871764,3.317381692,243.8702245,4325.699579,7.514323458,4,Germany,2650.739266
Mercedes,18.98419292,4.020988878,374.8937374,4195.730098,8.94321053,4,USA,3081.020537
Audi,28.09758065,2.493534435,225.133679,2877.281605,5.536225917,8,USA,2510.350376
Ford,15.63428082,4.321843321,124.3622173,3715.549725,15.56635432,8,USA,3255.095718
Mercedes,17.05547946,3.210405335,380.6261062,4609.056024,12.38174986,8,Japan,3771.911619
Chevrolet,29.93471091,3.270182059,103.931021,4908.524788,6.413645996,8,Germany,3328.109656
Mercedes,26.75701798,4.097289298,263.673035,2002.867435,7.575409897,6,Japan,3411.587767
Nissan,46.59383604,5.245122486,231.7517077,5747.41372,6.538018072,8,Japan,2545.845057
Mercedes,24.49575596,1.756025386,377.3510154,2658.10149,14.18889212,4,Japan,3789.27247
Audi,33.22353401,4.798972949,406.4981891,2934.321737,6.413155454,8,Japan,3077.505329
Mercedes,35.29057152,2.669532442,221.6378544,3053.893783,16.314235,6,Germany,3962.279021
BMW,10.52377826,3.275677818,424.6508058,2151.280546,5.30766379,8,Germany,2680.698054
Ford,36.54149488,1.587653315,217.5667042,2492.208494,8.74063682,8,Japan,3917.007827
Audi,17.12143867,2.704184311,278.530544,5945.399692,18.36000014,6,Japan,3451.43636
Audi,48.4428127,3.510524971,390.8074108,3260.86695,15.77796977,6,USA,2578.51045
Nissan,15.94650911,1.724704309,377.1680917,2461.204361,6.094524994,6,USA,3957.548617
Toyota,26.58496495,3.464382918,494.9473889,2427.965045,17.31689157,6,Germany,2520.809602
Ford,13.41398672,5.208442515,190.0644097,4877.839871,12.39552682,6,USA,3596.050253
Honda,49.87497007,1.921572872,364.9271654,5418.274656,17.70174541,6,Germany,3834.294923
Audi,30.08780041,4.557762912,343.8727633,3027.809198,14.01109662,4,Germany,2763.717331
Nissan,33.81540069,3.138684214,466.0393818,2083.638049,15.22749548,8,Germany,3015.035786
Honda,12.6830591,4.120694858,162.5448567,2892.360074,19.90252341,8,USA,3341.844011
Ford,39.99841882,2.540946392,400.7192654,2226.062763,8.485033189,6,USA,3519.713929
Nissan,18.39622372,2.13796905,327.3074465,2413.579747,14.35918362,6,Germany,3807.813802
Honda,45.92217158,2.141850457,209.8663479,3726.032479,11.90482085,4,Germany,3641.605706
Mercedes,18.20558562,1.781967783,289.7739657,2919.673483,5.591779294,4,Japan,3044.996716
Chevrolet,17.62750883,2.24258682,233.5106388,4063.783514,5.217059623,6,Germany,3732.579718
Audi,11.46198671,4.15687754,331.7253611,3013.975013,6.788428667,4,Germany,3949.115082
Chevrolet,28.8826778,5.026762447,455.6002443,5762.149204,14.73637611,4,Japan,2840.479272
Toyota,32.59364533,4.756502742,327.7219938,5623.775872,13.50744632,6,Germany,2611.14339
BMW,12.62834558,4.240537239,352.6889673,4267.22442,13.30144342,6,Germany,3139.929598
Ford,41.02110467,1.941727454,307.4991388,3417.695968,5.477851438,6,Germany,3822.095656
BMW,28.13155339,2.656749785,120.4662026,3524.587528,12.03954495,6,Japan,2725.437257
BMW,30.97561077,2.739227501,193.1434228,3647.409133,18.86934227,8,USA,3828.697282
Honda,27.63050988,2.499827786,296.8006918,4910.317289,10.96387804,8,Germany,3988.319536
Toyota,26.03052244,3.560022639,224.0941135,3806.555982,14.37383705,6,Japan,2581.003346
Ford,32.38561325,3.64221526,172.7054391,5426.919786,16.69728013,4,Germany,3242.884561
Chevrolet,16.20960984,2.927543901,301.6531368,5776.379144,16.75887919,6,Japan,2993.328242
BMW,17.27712522,2.915156635,229.1239174,3343.784614,12.78920124,8,Germany,3090.519782
Honda,44.47142484,4.814222392,203.2430573,4242.777926,17.86927918,4,Japan,3177.452129
BMW,47.84461849,4.657171393,285.594167,2380.226147,10.8706714,8,USA,3609.555935
Nissan,24.93237265,2.731183327,153.3137032,2801.876191,18.33039822,6,USA,3386.949555
Chevrolet,20.82978693,5.155153775,471.0982932,3653.863067,8.603407496,8,USA,3941.801632
BMW,35.75998173,5.311260068,447.0808392,2824.810864,9.203246105,8,Germany,2999.146899
Nissan,26.34936684,2.806970168,383.0482343,5506.241963,5.796809363,8,Japan,3312.256124
Nissan,11.01545423,2.917699795,142.485531,2633.145024,16.93372755,4,Germany,3719.992796
Honda,16.24610389,3.522536614,410.3509018,3822.643286,11.25582854,8,Germany,3059.542625
Honda,38.63888915,5.26448325,423.1829312,4422.796962,8.436749209,4,Japan,3197.948801
Nissan,36.35695768,5.005277733,407.1058471,4767.455633,8.476854164,6,Germany,3527.461829
Toyota,11.0838397,1.91027185,145.5863548,3532.277479,18.52099912,6,Japan,3791.116328
BMW,18.87888648,3.070922973,357.5631828,5476.396275,17.50874901,8,Japan,3123.522206
Nissan,19.24299186,3.713484759,433.7299183,4273.276604,13.30296328,4,USA,3297.925708
Nissan,36.87570974,3.51252989,330.9413605,3758.031122,14.24166201,6,USA,3962.683428
Honda,10.78842151,2.275452272,358.5629501,2268.962536,12.11488356,4,USA,2563.703743
BMW,14.16434328,4.935267085,283.3453918,3858.757874,10.87499814,4,Japan,3172.343075
Ford,41.99664341,4.207763132,311.482928,5282.943363,18.73215322,8,USA,3453.972777
Chevrolet,17.14178648,4.851633499,113.7507433,4458.164073,6.884190553,8,Japan,2512.641186
Honda,36.10984431,4.935057117,355.5852088,5328.649815,11.27670185,4,Germany,3395.179752
BMW,19.52731124,4.493423415,132.5788852,3976.046682,10.16842862,4,USA,2584.299932
BMW,13.97765571,3.256842405,274.0058377,2473.84682,12.4722608,8,Japan,3786.337595
Mercedes,19.72688764,3.94218702,217.0620391,2054.559383,11.86447812,4,Japan,3710.629143
Audi,38.89067727,2.141461624,318.1711801,3212.878187,12.78334297,8,Japan,2548.382705
Toyota,44.22785872,4.19458167,153.3665342,4791.961886,7.098784658,4,Japan,2573.206037
Chevrolet,43.20879458,2.217013023,376.6573608,5161.039616,12.69712252,8,USA,3630.420897
Honda,25.88734118,4.275798362,418.0046148,3183.011338,8.636282208,4,USA,3054.317339
Honda,36.72340546,2.418392643,165.3417799,3982.615684,7.764970235,8,USA,3362.538682
Ford,18.19937182,1.970205201,141.7252349,3684.475618,5.972513282,4,Japan,2905.492405
Audi,21.72590921,2.161137961,158.2061931,3642.091137,16.43978838,6,Germany,2759.453314
Audi,45.85343274,1.507968541,450.8510248,2925.394853,11.41162881,6,Japan,2944.115676
Toyota,10.52007694,4.374958471,311.2757047,2545.48442,14.39965525,4,Germany,2870.07055
Mercedes,13.42034123,4.429604196,286.9043984,2786.754233,15.91390015,6,USA,3172.461157
