Date,Car Model,Units Sold,Revenue
2022-01-29,Truck,4,263684.91341343545
2022-01-29,SUV,6,368843.28904627374
2022-01-29,Sedan,2,135962.81151385838
2022-01-29,Sedan,9,580293.01465651
2022-01-29,SUV,9,359354.32053348236
2022-01-29,SUV,5,312711.0277942394
2022-01-29,SUV,6,130382.93571890012
2022-01-29,Electric,7,258753.6262904239
2022-01-29,Electric,1,78636.99473982197
2022-01-29,Truck,3,170523.78846672538
2022-01-29,Electric,5,206790.74340938334
2022-01-29,Electric,9,195150.63240064724
2022-01-29,Truck,7,280826.231172552
2022-01-29,Sedan,10,284935.75272323965
2022-01-29,Electric,1,22645.461810288532
2022-01-29,SUV,10,221805.3784788514
2022-01-29,Sedan,9,454326.16642945935
2022-01-29,Truck,2,135941.43715659349
2022-01-29,Sedan,6,472321.2225228548
2022-01-29,Electric,10,335297.38880395837
2022-01-29,Truck,10,342026.07788853766
2022-01-29,SUV,8,372303.9241367419
2022-01-29,Sedan,5,252963.17468894256
2022-01-29,SUV,9,361044.5538957626
2022-01-29,Electric,10,672343.164063475
2022-01-29,Electric,5,171638.9365997333
2022-01-29,Truck,4,101412.54645072503
2022-01-29,Sedan,6,145299.25360978435
2022-01-29,Sedan,4,227293.54957566463
2022-01-29,Electric,6,246675.10812822267
2022-01-29,SUV,6,186977.34819356963
2022-01-29,Truck,5,125975.6469475014
2022-01-29,Sedan,7,300614.60240445024
2022-01-29,Sedan,2,49045.18313954438
2022-01-29,Truck,5,278157.2546809671
2022-01-29,Sedan,9,270866.5792982526
2022-01-29,Electric,5,347048.7685628409
2022-01-29,Truck,6,275499.825552983
2022-01-29,Sedan,6,449603.56367675995
2022-01-29,Truck,1,52851.249922676754
2022-01-29,SUV,6,192638.73917133745
2022-01-29,Truck,1,54576.435850446265
2022-01-29,SUV,10,604725.5785401614
2022-01-29,Truck,10,366834.4760125397
2022-01-29,SUV,6,460988.14923603006
2022-01-29,Sedan,6,380922.90275748685
2022-01-29,Truck,9,292038.09937249334
2022-01-29,Sedan,10,467315.1479105195
2022-01-29,SUV,9,670299.7675868296
2022-01-29,SUV,7,488570.9686039657
2022-01-29,Electric,6,373119.6458509374
2022-01-29,SUV,1,25621.861049881896
2022-01-29,Sedan,4,172094.83410124708
2022-01-29,Truck,3,229763.13998114513
2022-01-29,Electric,5,237356.38901137776
2022-01-29,Truck,2,45000.16150094573
2022-01-29,Truck,3,174615.0392921834
2022-01-29,Truck,5,198192.1784456537
2022-01-29,SUV,10,469891.4241424155
2022-01-29,Truck,2,78246.72425695293
2022-01-29,Sedan,4,80068.74401413728
2022-01-29,Sedan,9,334600.6317321647
2022-01-29,Sedan,4,218678.4640913034
2022-01-29,Electric,5,329385.37494292686
2022-01-29,SUV,2,107936.66617018224
2022-01-29,SUV,3,176997.67846826738
2022-01-30,SUV,4,215228.9262327122
2022-01-30,Truck,6,284233.89156138
2022-01-30,SUV,9,190819.85046945442
2022-01-30,Electric,5,280043.10370648163
2022-01-30,SUV,3,161764.05005406536
2022-01-30,Electric,2,66784.35615947066
2022-01-30,Electric,7,374839.8790607768
2022-01-30,SUV,1,68679.61827231404
2022-01-30,SUV,1,64018.72134155792
2022-01-30,Electric,9,345498.4626732396
2022-01-30,SUV,1,67044.5156339681
2022-01-30,SUV,8,558743.9973766841
2022-01-30,SUV,9,588544.0328925379
2022-01-30,Truck,3,110429.23527745338
2022-01-30,SUV,6,410845.3001858877
2022-01-30,Electric,3,75428.71141182368
2022-01-30,Electric,9,277059.90627773706
2022-01-30,Truck,2,58033.12784142452
2022-01-30,Truck,10,250551.95911803443
2022-01-30,Electric,1,58272.90104896854
2022-01-30,SUV,10,580579.7349292914
2022-01-30,Sedan,5,344936.9529433491
2022-01-30,Electric,2,114113.75117493859
2022-01-30,Sedan,2,101806.48529283021
2022-01-30,Sedan,7,332379.2786171719
2022-01-30,Electric,2,52920.3924146991
2022-01-30,Sedan,5,119711.62197080255
2022-01-30,Sedan,7,330249.5242678494
2022-01-30,Electric,6,425422.941002959
2022-01-30,Truck,6,380284.4316151835
2022-01-30,Sedan,8,435026.4251914923
2022-01-30,Truck,5,177487.3930221813
2022-01-30,Electric,7,266594.34172795096
2022-01-30,Truck,8,423535.8817152597
2022-01-30,Electric,8,177451.71983054045
2022-01-30,SUV,7,535418.8982410764
2022-01-30,Electric,8,420403.762751911
2022-01-30,Truck,5,160661.49194164283
2022-01-30,Sedan,2,138062.78967021214
2022-01-30,Truck,2,48266.85121283371
2022-01-30,SUV,4,195773.22393758077
2022-01-30,Electric,3,88206.47671076804
2022-01-30,Sedan,1,61425.92113200086
2022-01-30,Sedan,10,218052.46862666856
2022-01-30,SUV,3,159675.05354483408
2022-01-30,SUV,3,102815.01744680601
2022-01-30,Sedan,4,103841.00195510301
2022-01-30,SUV,6,341397.44648636546
2022-01-30,SUV,5,114736.60705195538
2022-01-30,Electric,4,295053.2456171878
2022-01-30,SUV,3,74428.35797593968
2022-01-30,Electric,10,607526.6898881932
2022-01-30,Sedan,6,360291.5622684705
2022-01-30,Electric,2,98082.98577215546
2022-01-30,Truck,3,120433.74131835418
2022-01-30,Electric,9,321390.10984503006
2022-01-30,Sedan,7,500328.02668205526
2022-01-30,Truck,10,631835.7080355999
2022-01-30,Sedan,9,428606.8928507088
2022-01-30,Electric,6,195362.69274304243
2022-01-30,Electric,10,776289.0580551084
2022-01-31,Truck,5,344389.0508191977
2022-01-31,Sedan,6,401924.46444858646
2022-01-31,Electric,9,262992.9156679585
2022-01-31,Electric,9,596092.5433591997
2022-01-31,SUV,10,287378.5008217378
2022-01-31,SUV,5,358368.7961290643
2022-01-31,Truck,4,196547.0370359959
2022-01-31,Electric,2,78059.24129680786
2022-01-31,Sedan,8,623999.6849067479
2022-01-31,SUV,1,69577.72150026541
2022-01-31,SUV,2,76400.78431051305
2022-01-31,Truck,5,187404.16598449618
2022-01-31,Electric,8,514940.6948502559
2022-01-31,Electric,2,103324.00147700097
2022-01-31,Electric,8,492925.88275739684
2022-01-31,Sedan,2,144423.15595617748
2022-01-31,Truck,5,286919.0989532679
2022-01-31,Sedan,4,291241.3250016519
2022-01-31,Electric,9,573888.6383407639
2022-01-31,Truck,5,354878.7738799356
2022-01-31,Sedan,5,101948.81086312931
2022-01-31,Sedan,8,341269.1808883158
2022-01-31,Truck,8,415620.61666945904
2022-01-31,Sedan,3,176916.40866391044
2022-01-31,Sedan,1,48463.92383591682
2022-01-31,Sedan,10,553571.3020507834
2022-01-31,Truck,10,384466.13323331275
2022-01-31,Sedan,3,128795.55829268484
2022-01-31,SUV,9,413096.9146642181
2022-01-31,Sedan,8,525105.9313412756
2022-01-31,Sedan,1,64469.651414047126
2022-01-31,SUV,4,199646.99780555908
2022-01-31,Sedan,9,509016.6264652055
2022-01-31,Truck,8,405140.64907642413
2022-01-31,Electric,4,258729.72772480713
2022-01-31,Truck,1,71726.64839530262
2022-01-31,SUV,3,159475.24775970235
2022-01-31,Truck,6,353905.1196408881
2022-01-31,Sedan,1,75739.34393004354
2022-01-31,Sedan,9,551098.2900162253
2022-01-31,Truck,7,153436.66219625363
2022-01-31,Electric,10,608314.3170273846
2022-01-31,Electric,9,628682.5172031333
2022-01-31,Sedan,1,55729.956339055
2022-01-31,SUV,6,165180.85355377963
2022-01-31,Electric,10,401376.73111791257
2022-01-31,Sedan,4,271622.6777302111
2022-01-31,SUV,5,225031.36360642588
2022-01-31,SUV,1,53816.39713423029
2022-01-31,Electric,6,404791.7861700097
2022-01-31,Sedan,3,237909.84643485333
2022-01-31,Truck,6,421749.2415083833
2022-01-31,Truck,8,489754.3396316904
2022-01-31,Sedan,5,190731.56768374355
2022-01-31,SUV,1,77344.20938125101
2022-01-31,Truck,5,227875.39876124688
2022-01-31,Sedan,3,204711.88771145913
2022-01-31,SUV,8,342786.39830546174
2022-01-31,Sedan,5,300629.28952885856
2022-01-31,Sedan,5,175603.22740764933
2022-01-31,Sedan,1,69334.83304546025
2022-01-31,Electric,9,643833.6762461127
2022-01-31,Electric,10,782269.5872255231
2022-01-31,Sedan,7,369091.3350224853
2022-01-31,Sedan,8,536761.8198684424
2022-01-31,Truck,5,376759.7102712247
2022-01-31,Electric,5,105656.75041021212
2022-01-31,Sedan,8,522623.29619670677
2022-01-31,SUV,5,363229.45604530576
2022-01-31,Sedan,2,135645.41341712663
2022-01-31,Truck,2,88572.98873702424
2022-01-31,Truck,10,346192.2938799658
2022-01-31,Electric,3,237743.2330104534
2022-01-31,SUV,3,138781.5604811393
2022-01-31,Truck,3,81721.36651695122
2022-01-31,SUV,4,311340.87359878514
2022-01-31,Truck,1,48370.56855906326
2022-01-31,SUV,9,284518.92862084956
2022-01-31,Electric,8,489980.57573012024
2022-01-31,SUV,7,408616.2517607473
2022-01-31,SUV,3,102417.51517169301
2022-01-31,SUV,9,239641.53442693566
2022-01-31,Truck,5,280728.0640571227
2022-01-31,SUV,5,136873.07511653515
2022-01-31,Truck,5,179246.68122385815
2022-01-31,Truck,3,108281.24948893672
2022-01-31,Truck,1,58192.189060217206
2022-01-31,Sedan,3,146450.248973386
2022-01-31,Electric,3,82545.11937196687
2022-01-31,Electric,2,130703.83167628793
2022-01-31,SUV,6,207495.9526425957
2022-01-31,Electric,5,309367.97871960566
2022-01-31,Sedan,10,374937.37577376724
2022-01-31,Truck,6,470079.2353617669
2022-01-31,Electric,10,789325.2360367368
2022-01-31,SUV,1,40435.4437671809
2022-01-31,Truck,5,337345.99430569564
2022-01-31,Truck,1,32160.431403052713
2022-01-31,Electric,2,117086.49806192057
2022-02-01,Truck,4,212248.49995935653
2022-02-01,SUV,9,609149.3877450029
2022-02-01,SUV,7,148549.11098647554
2022-02-01,Electric,6,183548.6065064399
2022-02-01,SUV,3,145378.33609951346
2022-02-01,Truck,9,303152.26017565245
2022-02-01,Truck,7,518287.94520113996
2022-02-01,SUV,6,434984.7560897728
2022-02-01,Truck,9,321946.6467499274
2022-02-01,SUV,1,38315.68037799411
2022-02-01,Electric,10,256538.75509056542
2022-02-01,Electric,7,144115.2460194437
2022-02-01,Truck,7,429468.4099764876
2022-02-01,Electric,10,478706.5603192097
2022-02-01,Truck,6,180574.18439866265
2022-02-01,SUV,10,603888.644144201
2022-02-01,SUV,10,744043.9071835456
2022-02-01,SUV,7,444416.45017348876
2022-02-01,Electric,6,381912.30465262383
2022-02-01,Truck,3,111600.38951716555
2022-02-01,Sedan,6,479791.279749831
2022-02-01,Truck,3,103086.57729927963
2022-02-01,Sedan,9,369832.15159831336
2022-02-01,Truck,6,416273.0546415493
2022-02-01,Electric,4,250798.94146060577
2022-02-01,Sedan,10,635932.5950589536
2022-02-01,Electric,1,65038.782767777775
2022-02-01,Electric,8,558594.8023234115
2022-02-01,Truck,5,175857.29362505878
2022-02-01,Truck,5,230702.35250112158
2022-02-01,Truck,3,88685.09304491023
2022-02-01,Sedan,4,182919.93833276688
2022-02-01,Sedan,7,519469.1280575263
2022-02-01,Truck,3,142684.99871495215
2022-02-01,Truck,8,395210.6566317241
2022-02-01,Electric,8,334879.22598927823
2022-02-01,Truck,4,208726.09566684876
2022-02-01,Sedan,8,424045.2213903727
2022-02-01,Electric,3,120849.92177985598
2022-02-01,Sedan,8,163309.71214920623
2022-02-01,SUV,1,56458.64995445917
2022-02-01,Electric,6,418824.97107731283
2022-02-01,SUV,4,178272.51669204416
2022-02-01,Sedan,2,145983.7646759174
2022-02-01,Truck,2,88689.84900656689
2022-02-01,SUV,4,236808.49833616975
2022-02-01,Sedan,3,84068.4948023941
2022-02-01,Truck,1,32851.90451023712
2022-02-01,Electric,8,330110.80844159913
2022-02-01,Electric,5,381695.03290893714
2022-02-01,Sedan,8,587698.3478844429
2022-02-01,SUV,10,788920.056323691
2022-02-01,SUV,5,310104.316009886
2022-02-01,SUV,3,120821.6046324628
2022-02-01,Electric,9,314020.4879564874
2022-02-01,Electric,3,166852.5737672821
2022-02-01,Truck,4,246320.4019241317
2022-02-01,Truck,7,314315.3570247738
2022-02-01,Sedan,4,297340.1001665096
2022-02-01,Sedan,5,227130.98034954577
2022-02-01,SUV,5,389149.13127085596
2022-02-01,Electric,3,75059.23839195006
2022-02-01,Truck,3,190023.8930994155
2022-02-01,Truck,4,270368.81018366304
2022-02-01,Electric,3,70654.96302235231
2022-02-01,Electric,3,164799.1005597544
2022-02-01,Truck,2,88081.35925807386
2022-02-01,Truck,9,402187.5316605689
2022-02-01,Sedan,3,79324.67716899082
2022-02-01,Truck,2,138911.17219806026
2022-02-01,Sedan,6,356567.507419846
2022-02-01,Truck,8,466185.19542472163
2022-02-01,Electric,10,418163.79103668174
2022-02-01,SUV,5,162562.02478421817
2022-02-01,Truck,2,101233.58891791159
2022-02-01,Sedan,8,364737.53930585075
2022-02-01,Truck,2,158260.92576984203
2022-02-01,Electric,5,389404.9646788753
2022-02-01,Truck,8,609634.5496943168
2022-02-01,Sedan,7,204251.99150918986
2022-02-01,SUV,6,356273.98969810054
2022-02-01,SUV,8,160789.6974488241
2022-02-01,Sedan,5,204543.559203432
2022-02-01,Sedan,2,75832.45255683264
2022-02-01,Sedan,7,525771.5554635581
2022-02-01,Electric,10,411395.57074050186
2022-02-01,Electric,10,679000.9575474474
2022-02-02,Truck,7,249052.73675632325
2022-02-02,Sedan,4,85427.02227729093
2022-02-02,Sedan,10,643935.9343616192
2022-02-02,Truck,3,217030.25334662443
2022-02-02,Truck,7,343034.98504897056
2022-02-02,Electric,9,333727.90076349344
2022-02-02,Electric,4,90283.7589799915
2022-02-02,Truck,9,535299.6998942377
2022-02-02,Truck,4,110958.08783607766
2022-02-02,SUV,7,397157.98844777234
2022-02-02,Truck,6,275421.70385572367
2022-02-02,Truck,6,375711.6359558735
2022-02-02,SUV,7,156010.59993040658
2022-02-02,Electric,5,213951.71347562177
2022-02-02,Sedan,7,470946.54162552697
2022-02-02,SUV,1,24839.267570643475
2022-02-02,SUV,1,29482.237254331325
2022-02-02,Electric,4,172493.12349530996
2022-02-02,Electric,2,150216.62063286733
2022-02-02,Electric,10,391575.07008763216
2022-02-02,Electric,1,36493.90494841446
2022-02-02,SUV,8,553573.7327382546
2022-02-02,SUV,10,744672.8698966972
2022-02-02,Electric,4,282912.2061655795
2022-02-02,Truck,5,185568.9879953286
2022-02-02,Sedan,2,112201.04284382169
2022-02-02,Truck,10,479539.84611692926
2022-02-02,SUV,2,56019.6261630363
2022-02-02,Truck,10,454298.9485461975
2022-02-02,Sedan,6,217716.70307137756
2022-02-02,Truck,8,300420.0173275796
2022-02-02,SUV,8,509888.10709319444
2022-02-02,Electric,5,284319.5731015916
2022-02-02,Truck,4,194218.73208367446
2022-02-02,Sedan,6,139076.0029946399
2022-02-02,Electric,10,743243.0150808579
2022-02-02,SUV,3,173949.71419425786
2022-02-02,Sedan,1,65225.19832118872
2022-02-02,SUV,1,69612.07598175803
2022-02-02,SUV,2,113767.67420884871
2022-02-02,Sedan,7,158524.9782030179
2022-02-02,SUV,2,90777.56727554307
2022-02-02,Truck,9,702701.4267319752
2022-02-02,Electric,9,266999.76720931166
2022-02-02,Electric,6,309228.1220613572
2022-02-02,Sedan,1,46971.83280084458
2022-02-02,SUV,5,308606.89323974866
2022-02-02,SUV,3,180776.02531800306
2022-02-02,Electric,1,79843.61550992736
2022-02-02,SUV,4,155093.39927828376
2022-02-02,Electric,5,348060.1034029553
2022-02-02,SUV,8,539758.325465482
2022-02-02,Sedan,6,316783.9035126468
2022-02-02,Sedan,2,157499.91065165435
2022-02-02,Electric,7,247501.38562954252
2022-02-02,Truck,3,111187.61892884743
2022-02-02,SUV,9,595656.3294534432
2022-02-02,Electric,7,499023.66632432566
2022-02-02,Electric,4,102595.2814914915
2022-02-02,Truck,7,236806.54147369924
2022-02-02,Sedan,6,318370.08925751963
2022-02-03,Sedan,3,68392.80918499225
2022-02-03,SUV,10,217774.90825100173
2022-02-03,Sedan,9,597932.6408122748
2022-02-03,Electric,8,482190.1612218557
2022-02-03,Sedan,7,245861.24176645375
2022-02-03,SUV,5,105925.94999953899
2022-02-03,Electric,6,176705.57169481373
2022-02-03,Truck,10,404583.50483891723
2022-02-03,Sedan,10,239461.11382628226
2022-02-03,Truck,8,593530.4652339614
2022-02-03,Sedan,8,471429.35414944886
2022-02-03,Electric,3,92686.76866063551
2022-02-03,SUV,10,794766.2222699737
2022-02-03,Truck,6,426104.42490237445
2022-02-03,Sedan,1,34647.684914082456
2022-02-03,Electric,1,64577.46024184156
2022-02-03,Electric,9,451837.9181132895
2022-02-03,Electric,3,165697.36618173792
2022-02-03,Electric,3,112162.23561263173
2022-02-03,Truck,10,392657.36499555805
2022-02-03,Electric,2,60324.24473638499
2022-02-03,Electric,4,202411.66255700146
2022-02-03,Sedan,9,649441.3313477694
2022-02-03,SUV,2,100980.64093689976
2022-02-03,Truck,8,165115.4654567908
2022-02-03,SUV,10,578161.5205968384
2022-02-03,Electric,4,210934.7352015648
2022-02-03,Sedan,1,21907.410069590172
2022-02-03,Sedan,5,155725.5781947154
2022-02-03,Electric,1,59585.61834765303
2022-02-03,Sedan,1,56751.43762410471
2022-02-03,SUV,4,180353.1432948212
2022-02-03,Sedan,2,104203.86875371315
2022-02-03,Sedan,5,345161.9242329796
2022-02-03,Sedan,9,611363.9672673632
2022-02-03,Electric,4,169875.9020207625
2022-02-03,Electric,8,538212.0074432613
2022-02-03,SUV,9,210569.39739578732
2022-02-03,Electric,2,41682.844029389555
2022-02-03,Sedan,7,558176.9266218371
2022-02-03,Electric,8,392533.57258295664
2022-02-03,Sedan,9,375407.44043566205
2022-02-03,Truck,1,62086.0589290021
2022-02-03,Sedan,4,185973.45996969187
2022-02-03,Sedan,5,392300.66483327386
2022-02-03,Truck,7,240663.05806621036
2022-02-03,Truck,2,60259.79829998265
2022-02-03,SUV,4,294571.28600740107
2022-02-03,Truck,2,107115.70367704993
2022-02-03,Truck,10,478940.440965583
2022-02-03,Electric,2,123187.16448134695
2022-02-03,SUV,4,310938.4830934011
2022-02-03,SUV,7,546775.336088692
2022-02-03,Truck,4,118582.06939819612
2022-02-03,Sedan,10,616792.0124557872
2022-02-03,Electric,2,69543.1625066275
2022-02-03,Electric,4,82030.86625747911
2022-02-03,Electric,9,544784.3849845325
2022-02-03,SUV,10,633222.645821965
2022-02-03,Electric,6,350376.37839891505
2022-02-03,Truck,4,148437.55788608536
2022-02-03,Sedan,5,172032.05290654066
2022-02-03,SUV,9,330172.69862012274
2022-02-03,Sedan,7,403046.39585339214
2022-02-03,Electric,10,320543.8127272929
2022-02-03,SUV,6,168384.39845820743
2022-02-03,Truck,9,390320.9724558314
2022-02-03,Truck,8,309247.05368489696
2022-02-03,Sedan,8,284199.9576870336
2022-02-03,SUV,10,495603.040723281
2022-02-03,Sedan,3,135033.185219854
2022-02-03,Electric,3,87624.63392624754
2022-02-03,Electric,6,355046.5673917291
2022-02-03,Sedan,6,457983.97647078097
2022-02-03,Electric,7,348780.5516029922
2022-02-03,Electric,10,480508.9147473548
2022-02-03,Truck,4,278264.50318845484
2022-02-03,SUV,4,153183.96475955576
2022-02-03,Truck,3,67710.22389836903
2022-02-03,Sedan,1,29790.700612495453
2022-02-03,Electric,4,163842.8243569781
2022-02-03,SUV,2,60206.33364020611
2022-02-03,SUV,9,489492.0261374317
2022-02-03,Electric,9,353354.77835572977
2022-02-03,Sedan,5,356894.7557377537
2022-02-03,SUV,3,104388.89711305566
2022-02-03,SUV,5,175621.79875311328
2022-02-03,Electric,2,118192.241304515
2022-02-03,Truck,9,505641.84150225495
2022-02-03,SUV,3,151859.47948954906
2022-02-03,Electric,10,594521.3198065733
2022-02-03,Truck,3,103460.67595386121
2022-02-03,Sedan,8,617141.0760294101
2022-02-03,Sedan,4,90304.38928895401
2022-02-03,Electric,3,219374.25044643477
2022-02-04,SUV,1,42593.578303230934
2022-02-04,Truck,6,381912.91493182693
2022-02-04,Sedan,5,288081.7866886926
2022-02-04,Truck,3,205763.23169778203
2022-02-04,Sedan,10,558444.8513774864
2022-02-04,Electric,9,652364.6434029138
2022-02-04,Sedan,1,70551.16544077356
2022-02-04,Electric,6,252841.28800595703
2022-02-04,Electric,9,642587.7361428139
2022-02-04,Sedan,4,128837.77886480933
2022-02-04,SUV,1,38063.66904913512
2022-02-04,Electric,1,52816.174540230706
2022-02-04,SUV,2,84284.94979793535
2022-02-04,Truck,6,468253.9352135762
2022-02-04,SUV,6,432602.74764141266
2022-02-04,SUV,3,212217.2691633723
2022-02-04,Truck,10,332805.03375755734
2022-02-04,SUV,3,226732.15677653925
2022-02-04,SUV,8,575772.9494039824
2022-02-04,SUV,8,472997.7628284622
2022-02-04,SUV,1,40119.71397884874
2022-02-04,Sedan,4,86445.57931719921
2022-02-04,Electric,7,471643.69098154164
2022-02-04,Electric,3,137022.28790671565
2022-02-04,Electric,5,277881.49188166
2022-02-04,Sedan,6,321318.0832834463
2022-02-04,Truck,2,47357.4165032933
2022-02-04,Electric,8,543567.84322134
2022-02-04,Sedan,7,289640.74943644734
2022-02-04,Truck,3,132893.4725902967
2022-02-04,Sedan,4,312414.9853261671
2022-02-04,Sedan,8,490104.1372894255
2022-02-04,Truck,2,136096.8173471192
2022-02-04,SUV,9,258015.72612393048
2022-02-04,Truck,2,88921.25352314433
2022-02-04,SUV,2,145379.98412972398
2022-02-04,Sedan,9,714732.7502700494
2022-02-04,Electric,8,484500.18962183077
2022-02-04,Truck,6,122021.698095607
2022-02-04,Truck,1,43507.646578578446
2022-02-04,Electric,8,374786.20306419785
2022-02-04,Electric,4,223814.75196985822
2022-02-04,Sedan,10,442505.1650157108
2022-02-04,SUV,9,566604.8349741834
2022-02-04,Truck,5,171986.5815324203
2022-02-04,Sedan,1,63408.95212446071
2022-02-04,SUV,2,75716.91374054956
2022-02-04,Electric,2,152222.1737622947
2022-02-04,Truck,10,402093.6271750033
2022-02-04,Sedan,9,537635.3540890717
2022-02-04,SUV,2,79523.58446109183
2022-02-04,Sedan,1,21194.696783848773
2022-02-04,SUV,9,203171.70215192164
2022-02-04,Truck,1,37556.78303159237
2022-02-04,Sedan,6,239475.7139634207
2022-02-04,Electric,10,513496.5923081846
2022-02-04,Truck,3,148150.6283584223
2022-02-04,Truck,4,318168.28061659704
2022-02-04,Electric,7,338110.32545416657
2022-02-04,Electric,2,66206.83945645056
2022-02-04,Electric,5,344269.3333786499
2022-02-04,Electric,7,277721.06053319597
2022-02-04,SUV,6,135352.33248201673
2022-02-04,Truck,8,363675.16722423834
2022-02-04,SUV,3,151978.48738062612
2022-02-04,Truck,6,145522.45150782767
2022-02-04,SUV,1,53346.166967821104
2022-02-04,Sedan,4,180774.567061699
2022-02-04,SUV,6,183115.6902347455
2022-02-04,Truck,1,36588.33211691894
2022-02-04,Electric,3,118311.80896142856
2022-02-04,Truck,8,436561.9244145904
2022-02-04,Truck,4,248401.0691529048
2022-02-04,Electric,1,44373.873184180076
2022-02-04,Truck,2,57893.65943738416
2022-02-04,Electric,2,132601.89295398607
2022-02-04,SUV,7,421916.4097725183
2022-02-04,SUV,2,130055.14609576583
2022-02-04,Electric,6,312345.46702242526
2022-02-05,Electric,5,277929.72302063304
2022-02-05,Truck,7,187966.15316032548
2022-02-05,Sedan,9,362365.0338883351
2022-02-05,Electric,9,704144.8944764668
2022-02-05,Truck,5,163129.5185125866
2022-02-05,Electric,4,202113.61979057814
2022-02-05,Truck,10,430386.84010181576
2022-02-05,Truck,7,295237.44922691514
2022-02-05,Electric,8,423363.3161398944
2022-02-05,SUV,4,216358.46414885472
2022-02-05,Electric,7,150049.45088543618
2022-02-05,SUV,6,288999.31228325696
2022-02-05,Sedan,3,129713.57708695545
2022-02-05,Sedan,1,76926.49587874602
2022-02-05,SUV,5,292707.5950607663
2022-02-05,Sedan,10,224943.9681115991
2022-02-05,Electric,3,90230.0076628619
2022-02-05,SUV,3,144316.43791604822
2022-02-05,Electric,1,49474.93968517269
2022-02-05,SUV,10,611774.4215776541
2022-02-05,Truck,8,517828.5192676994
2022-02-05,SUV,1,21846.682189810366
2022-02-05,Sedan,2,109777.14035622714
2022-02-05,Electric,1,44541.12554573311
2022-02-05,Truck,9,255583.74606344703
2022-02-05,Truck,1,22205.572825904295
2022-02-05,Truck,10,371844.6349708496
2022-02-05,Electric,10,583497.4159149074
2022-02-05,Sedan,8,479037.27116199885
2022-02-05,Electric,2,103124.60986223945
2022-02-05,SUV,8,341529.69890668156
2022-02-05,Truck,5,201336.7459321714
2022-02-05,Sedan,3,158644.10976830972
2022-02-05,Truck,8,610504.7843718026
2022-02-05,Sedan,1,37372.92345825034
2022-02-05,Electric,8,568378.096259156
2022-02-05,Truck,6,463647.16732053336
2022-02-05,Truck,9,250059.85504450533
2022-02-05,Sedan,4,306170.0808051337
2022-02-05,Truck,4,169091.61745185065
2022-02-05,Electric,1,21292.821915313387
2022-02-05,Truck,9,228116.85094891937
2022-02-05,Sedan,10,260464.48903292883
2022-02-05,Truck,6,256836.62494566067
2022-02-05,Electric,10,393399.00806331536
2022-02-05,Electric,9,302802.71201624157
2022-02-05,Truck,4,261597.73889581443
2022-02-05,SUV,6,422513.13215075695
2022-02-05,Truck,7,400169.8894296687
2022-02-05,Sedan,5,205318.99220780638
2022-02-05,SUV,4,173430.66265423183
2022-02-05,Sedan,3,174269.90155784244
2022-02-05,Sedan,3,155256.2728344967
2022-02-05,Electric,6,380368.90604375047
2022-02-05,Electric,9,235144.6338592826
2022-02-05,Electric,10,659640.6444851288
2022-02-05,Electric,6,268817.41829993686
2022-02-05,Sedan,7,383421.39994125447
2022-02-05,Truck,7,302709.8602408705
2022-02-05,Truck,6,308622.35272151284
2022-02-05,Truck,8,566984.4180593544
2022-02-05,SUV,1,76892.6060193056
2022-02-05,Electric,10,420618.1290596812
2022-02-05,Electric,4,173703.39226590598
2022-02-05,Sedan,4,282076.7879277194
2022-02-05,Sedan,8,461168.92245560035
2022-02-05,SUV,1,36428.61591483287
2022-02-05,SUV,6,387219.69357185235
2022-02-05,Electric,4,142311.36218183627
2022-02-05,Sedan,7,329026.5195231956
2022-02-05,SUV,7,301098.59398168244
2022-02-05,Truck,3,222767.1394531582
2022-02-05,Truck,3,230014.60872452066
2022-02-05,SUV,7,359302.77569158754
2022-02-05,Sedan,3,239562.73421477317
2022-02-05,Truck,5,228295.20726461074
2022-02-05,Sedan,3,174599.1820215284
2022-02-06,Sedan,2,122004.46064143915
2022-02-06,Sedan,9,392819.3838025291
2022-02-06,Electric,2,154406.9395628526
2022-02-06,Electric,3,225628.32901761789
2022-02-06,Sedan,7,468615.9860174041
2022-02-06,Sedan,5,325547.6706615614
2022-02-06,Sedan,2,102542.09965448461
2022-02-06,Electric,6,461540.2134318935
2022-02-06,Truck,7,542097.2775054206
2022-02-06,SUV,8,220924.98994407314
2022-02-06,SUV,4,255178.61317064328
2022-02-06,Electric,9,339944.2832424432
2022-02-06,Truck,2,82818.98651494448
2022-02-06,Truck,4,147803.53565752995
2022-02-06,Sedan,3,76619.25958760307
2022-02-06,Electric,6,293215.4196220173
2022-02-06,Electric,9,212666.98329589525
2022-02-06,SUV,9,334031.1274950039
2022-02-06,SUV,10,332807.4993959797
2022-02-06,Truck,4,199697.92489200423
2022-02-06,Electric,7,157216.2112018591
2022-02-06,Sedan,7,412267.1913088847
2022-02-06,Sedan,5,343628.8951451639
2022-02-06,Electric,5,226989.24947508756
2022-02-06,SUV,1,39869.3468562075
2022-02-06,Electric,8,290617.1932446884
2022-02-06,Sedan,10,340504.83785553544
2022-02-06,Electric,1,32525.233401060024
2022-02-06,Sedan,3,86672.35525282889
2022-02-06,SUV,8,563967.8001249831
2022-02-06,Electric,3,208564.86701209465
2022-02-06,Electric,10,718844.474606294
2022-02-06,Electric,4,134773.75478384458
2022-02-06,Electric,6,271985.5655542887
